Site ,Treatment ,Quadrat/Chamber #,Replicate #,PLOT,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,,,,,,,,,,,,,
IM,PR,CH1,3,68,0.2297,0.6509,20.678,33.01,6.979,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,49,0.2457,0.6619,0.2069,0.638,0.0086,0.0051,0.0372,0.0078,,,,,,,,,,,,,
IM,PR,CH1,4,69,0.2366,0.6457,20.581,33.338,7.178,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,47,0.2539,0.6624,0.2191,0.6376,0.0071,0.0049,0.0301,0.0077,,,,,,,,,,,,,
IM,PR,CH1,5,70,0.2323,0.6291,20.64,33.134,7.543,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,51,0.2469,0.6454,0.2148,0.6172,0.0068,0.0062,0.0293,0.0099,,,,,,,,,,,,,
IM,PR,CH1,6,71,0.2355,0.6373,20.596,33.287,7.373,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,45,0.2481,0.6587,0.2158,0.6242,0.0076,0.006,0.0324,0.0094,,,,,,,,,,,,,
IM,PR,CH1,7,72,0.2424,0.6736,20.501,33.62,6.556,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,45,0.2637,0.6878,0.2258,0.6618,0.0084,0.0052,0.0348,0.0077,,,,,,,,,,,,,
IM,PR,CH1,8,73,0.2434,0.6795,20.488,33.671,6.425,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,56,0.2662,0.6965,0.2197,0.6415,0.01,0.0115,0.041,0.017,,,,,,,,,,,,,
IM,PR,CH2,1,79,0.2718,0.7403,20.106,35.115,5.239,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,46,0.2855,0.7469,0.2527,0.7324,0.008,0.0036,0.0294,0.0048,,,,,,,,,,,,,
IM,PR,CH2,2,80,0.2731,0.7241,20.087,35.186,5.63,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,50,0.2863,0.7335,0.2591,0.7135,0.0054,0.0039,0.0198,0.0054,,,,,,,,,,,,,
IM,PR,CH2,3,81,0.2449,0.6793,20.467,33.744,6.444,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,53,0.2644,0.713,0.226,0.6487,0.0086,0.0155,0.035,0.0228,,,,,,,,,,,,,
IM,PR,CH2,4,82,0.2742,0.7269,20.073,35.244,5.573,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,51,0.288,0.7355,0.2605,0.7065,0.0052,0.0055,0.0191,0.0076,,,,,,,,,,,,,
IM,PR,CH2,5,83,0.2296,0.6248,20.679,33.004,7.62,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,50,0.2412,0.6401,0.2168,0.6069,0.0064,0.0068,0.0278,0.0108,,,,,,,,,,,,,
IM,PR,CH2,6,84,0.2195,0.6185,20.821,32.534,7.668,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,41,0.236,0.6336,0.2025,0.6085,0.0069,0.0054,0.0316,0.0088,,,,,,,,,,,,,
IM,PR,CH2,7,85,0.2427,0.6123,20.497,33.634,8.087,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,39,0.2556,0.621,0.2293,0.6011,0.0076,0.0056,0.0313,0.0091,,,,,,,,,,,,,
IM,PR,CH2,8,86,0.2302,0.6227,20.67,33.034,7.68,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,49,0.2472,0.639,0.208,0.61,0.0085,0.0069,0.0371,0.0111,,,,,,,,,,,,,
IM,PR,CH3,1,87,0.218,0.6483,20.843,32.466,6.926,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,57,0.2336,0.6651,0.2009,0.6299,0.0071,0.007,0.0328,0.0108,,,,,,,,,,,,,
IM,PR,CH3,2,88,0.2338,0.655,20.619,33.205,6.921,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,47,0.2478,0.6613,0.22,0.6453,0.0055,0.0037,0.0235,0.0057,,,,,,,,,,,,,
IM,PR,CH3,3,89,0.2303,0.6665,20.669,33.037,6.61,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,46,0.2417,0.68,0.2163,0.6565,0.0057,0.0054,0.0246,0.0081,,,,,,,,,,,,,
IM,PR,CH3,4,90,0.2494,0.7482,20.404,33.964,4.893,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,43,0.2605,0.7557,0.2417,0.7382,0.0044,0.0032,0.0175,0.0043,,,,,,,,,,,,,
IM,PR,CH3,5,91,0.233,0.6758,20.63,33.167,6.416,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,42,0.2457,0.6871,0.2191,0.6677,0.0053,0.0049,0.0229,0.0073,,,,,,,,,,,,,
IM,PR,CH3,6,92,0.2238,0.6628,20.76,32.733,6.638,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,39,0.2345,0.6814,0.2061,0.6471,0.0056,0.0072,0.0249,0.0109,,,,,,,,,,,,,
IM,PR,CH3,7,93,0.2466,0.702,20.443,33.827,5.922,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,35,0.2632,0.7183,0.2311,0.6805,0.0076,0.0109,0.0309,0.0156,,,,,,,,,,,,,
IM,PR,CH3,8,94,0.223,0.6375,20.771,32.697,7.239,---.-------   ,---.-------   ,,---          ,---          ,22/07/2021,14:30:17,59,0.2347,0.6689,0.2128,0.6261,0.0054,0.0112,0.0243,0.0176,,,,,,,,,,,,,
IM,EX,CH1,1,1,0.2381,0.6281,20.559,33.411,7.636,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:29:31,49,0.2499,0.6628,0.2263,0.602,0.0056,0.0188,0.0237,0.03,,,,,,,,,,,,,
IM,EX,CH1,2,2,0.2195,0.5695,20.82,32.535,8.925,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:29:45,58,0.2317,0.5812,0.2103,0.5588,0.0052,0.0052,0.0235,0.0092,,,,,,,,,,,,,
IM,EX,CH1,3,3,0.2312,0.6238,20.655,33.082,7.665,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:30:06,46,0.242,0.6344,0.222,0.6092,0.0052,0.0057,0.0225,0.0091,,,,,,,,,,,,,
IM,EX,CH1,4,4,0.2304,0.6174,20.666,33.043,7.818,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:30:19,46,0.2392,0.6342,0.2201,0.6054,0.004,0.0067,0.0173,0.0109,,,,,,,,,,,,,
IM,EX,CH1,5,5,0.2455,0.6736,20.458,33.77,6.586,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:30:44,46,0.2577,0.6837,0.2281,0.6298,0.0055,0.0122,0.0225,0.0182,,,,,,,,,,,,,
IM,EX,CH1,6,6,0.2293,0.6599,20.682,32.992,6.759,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:30:58,42,0.2402,0.6774,0.2159,0.648,0.0061,0.0073,0.0268,0.011,,,,,,,,,,,,,
IM,EX,CH1,7,7,0.2584,0.7286,20.283,34.42,5.403,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:31:12,64,0.2724,0.7457,0.2326,0.698,0.0069,0.0102,0.0268,0.014,,,,,,,,,,,,,
IM,EX,CH1,8,8,0.2459,0.7058,20.452,33.794,5.829,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:34:14,91,0.2599,0.722,0.2316,0.6689,0.0074,0.0117,0.0299,0.0166,,,,,,,,,,,,,
IM,EX,CH2,1,9,0.2391,0.656,20.546,33.461,6.952,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:34:36,40,0.2549,0.6761,0.222,0.6382,0.0077,0.01,0.0322,0.0152,,,,,,,,,,,,,
IM,EX,CH2,2,10,0.2376,0.6644,20.566,33.388,6.731,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:34:47,31,0.2481,0.6706,0.2271,0.6567,0.0049,0.0032,0.0205,0.0049,,,,,,,,,,,,,
IM,EX,CH2,3,11,0.2404,0.7068,20.527,33.526,5.76,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:35:01,58,0.2551,0.7251,0.2215,0.6707,0.0076,0.0128,0.0314,0.0181,,,,,,,,,,,,,
IM,EX,CH2,4,12,0.2158,0.6147,20.875,32.364,7.727,68.6199333,-149.3304433,0.5,2.8, GPS         ,22/07/2021,15:35:16,55,0.2297,0.6501,0.1975,0.5874,0.0071,0.0185,0.0327,0.03,,,,,,,,,,,,,
IM,EX,CH2,5,13,0.2463,0.6886,20.447,33.811,6.235,68.6198333,-149.33061,0.5,2.8, GPS         ,22/07/2021,15:35:31,47,0.2617,0.7001,0.2303,0.6677,0.0065,0.0059,0.0262,0.0085,,,,,,,,,,,,,
IM,EX,CH2,6,14,0.2296,0.6553,20.678,33.007,6.872,68.6198716,-149.33005,0.5,2.8, GPS         ,22/07/2021,15:35:44,49,0.2505,0.671,0.2083,0.64,0.0085,0.0073,0.0372,0.0112,,,,,,,,,,,,,
IM,EX,CH2,7,15,0.2185,0.6371,20.835,32.493,7.202,68.6198816,-149.3306716,0.5,2.8, GPS         ,22/07/2021,15:35:59,53,0.2426,0.6622,0.1962,0.6107,0.0093,0.0124,0.0425,0.0195,,,,,,,,,,,,,
IM,EX,CH2,8,16,0.2384,0.6869,20.555,33.427,6.205,68.6198083,-149.3302366,0.5,2.8, GPS         ,22/07/2021,15:39:26,53,0.2571,0.7016,0.2268,0.6722,0.0063,0.0083,0.0264,0.0121,,,,,,,,,,,,,
IM,EX,CH3,1,17,0.253,0.6923,20.356,34.145,6.208,68.61978,-149.3305033,0.5,2.9, GPS         ,22/07/2021,15:39:38,33,0.2661,0.7087,0.2411,0.6777,0.0057,0.0076,0.0226,0.011,,,,,,,,,,,,,
IM,EX,CH3,2,18,0.2347,0.6558,20.607,33.247,6.91,68.6196066,-149.3310933,0.5,2.9, GPS         ,22/07/2021,15:39:51,49,0.2542,0.6659,0.2199,0.6496,0.0072,0.0038,0.0308,0.0058,,,,,,,,,,,,,
IM,EX,CH3,3,19,0.2299,0.6427,20.674,33.02,7.182,68.6196233,-149.33121,0.5,2.9, GPS         ,22/07/2021,15:40:04,51,0.2436,0.6544,0.2166,0.6331,0.0058,0.0042,0.0254,0.0066,,,,,,,,,,,,,
IM,EX,CH3,4,20,0.2332,0.6511,20.628,33.173,7.011,68.6196766,-149.33081,0.5,2.9, GPS         ,22/07/2021,15:40:25,50,0.2459,0.6572,0.2219,0.6443,0.0053,0.0028,0.0227,0.0043,,,,,,,,,,,,,
IM,EX,CH3,5,21,0.2563,0.7023,20.31,34.314,6.001,68.6196183,-149.3313016,0.5,2.9, GPS         ,22/07/2021,15:40:37,41,0.2665,0.7149,0.2435,0.6916,0.0054,0.0056,0.0211,0.008,,,,,,,,,,,,,
IM,EX,CH3,6,22,0.2489,0.6746,20.412,33.94,6.595,68.619585,-149.3315866,0.5,2.9, GPS         ,22/07/2021,15:40:48,39,0.2666,0.6932,0.2287,0.6491,0.0072,0.0091,0.0291,0.0135,,,,,,,,,,,,,
IM,EX,CH3,7,23,0.2493,0.6842,20.405,33.963,6.368,68.6195616,-149.33091,0.5,2.9, GPS         ,22/07/2021,15:41:03,51,0.263,0.6948,0.2302,0.6707,0.007,0.0051,0.028,0.0075,,,,,,,,,,,,,
IM,EX,CH3,8,24,0.25,0.69,20.412,34.057,6.238,68.6196533,-149.33058,0.5,2.9, GPS         ,22/07/2021,15:44:21,57,0.2664,0.7071,-0.0055,0.584,0.0347,0.0169,0.1387,0.0244,,,,,,,,,,,,,
IM,EX,Q1,1,25,0.2356,0.6369,20.593,33.291,7.386,68.61951,-149.3312283,0.5,3, GPS         ,22/07/2021,15:44:36,41,0.2451,0.6418,0.225,0.6293,0.0043,0.003,0.018,0.0047,,,,,,,,,,,,,
IM,EX,Q1,2,26,0.2678,0.7113,20.158,34.902,5.887,68.6193383,-149.33189,0.5,3, GPS         ,22/07/2021,15:44:46,39,0.2765,0.7153,0.2609,0.7051,0.0036,0.0027,0.0133,0.0038,,,,,,,,,,,,,
IM,EX,Q1,3,27,0.2779,0.734,20.025,35.438,5.436,68.6194866,-149.33123,0.5,3, GPS         ,22/07/2021,15:44:58,44,0.2899,0.7478,0.2707,0.7222,0.004,0.0065,0.0145,0.0089,,,,,,,,,,,,,
IM,EX,Q1,4,28,0.2606,0.7613,20.272,34.607,4.674,68.619385,-149.3315333,0.5,3, GPS         ,22/07/2021,15:45:11,40,0.2756,0.7711,0.0254,0.6374,0.0379,0.0201,0.1453,0.0264,,,,,,,,,,,,,
IM,EX,Q1,5,29,0.1971,0.5194,21.147,31.529,9.973,68.6194033,-149.33137,0.5,3, GPS         ,22/07/2021,15:45:26,43,0.2082,0.5269,0.1847,0.5089,0.0058,0.0036,0.0295,0.0069,,,,,,,,,,,,,
IM,EX,Q1,6,30,0.2312,0.6736,20.655,33.08,6.454,68.6193666,-149.3316316,0.5,3, GPS         ,22/07/2021,15:45:39,61,0.2396,0.6949,0.2242,0.6407,0.0042,0.0145,0.0184,0.0215,,,,,,,,,,,,,
IM,EX,Q1,7,31,0.248,0.7162,20.423,33.897,5.605,68.61937,-149.33157,0.5,3, GPS         ,22/07/2021,15:45:51,39,0.2588,0.7224,0.2376,0.7073,0.005,0.0032,0.02,0.0045,,,,,,,,,,,,,
IM,EX,Q1,8,32,0.2312,0.6421,20.657,33.084,7.222,68.619385,-149.3318066,0.5,3, GPS         ,22/07/2021,15:48:04,50,0.2445,0.6646,0.1656,0.3912,0.0106,0.037,0.0459,0.0576,,,,,,,,,,,,,
IM,EX,Q2,1,33,0.2674,0.6481,20.163,34.881,7.448,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:48:15,40,0.2764,0.6597,0.255,0.6369,0.0053,0.0054,0.0197,0.0083,,,,,,,,,,,,,
IM,EX,Q2,2,34,0.2632,0.6488,20.218,34.666,7.383,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,22/07/2021,15:48:28,55,0.2737,0.6594,0.2478,0.6398,0.0055,0.0041,0.0207,0.0063,,,,,,,,,,,,,
IM,EX,Q2,3,35,0.2557,0.6555,20.319,34.283,7.135,68.6191633,-149.3323583,0.5,3.1, GPS         ,22/07/2021,15:48:41,49,0.2684,0.6689,0.2423,0.6389,0.0068,0.0064,0.0265,0.0097,,,,,,,,,,,,,
IM,EX,Q2,4,36,0.2582,0.6755,20.285,34.408,6.664,68.6191683,-149.3321233,0.5,3.1, GPS         ,22/07/2021,15:48:52,39,0.2674,0.6852,0.2495,0.657,0.0044,0.0055,0.0172,0.0082,,,,,,,,,,,,,
IM,EX,Q2,5,37,0.2529,0.6522,20.357,34.14,7.186,68.6191583,-149.3319683,0.5,3.1, GPS         ,22/07/2021,15:49:06,48,0.2646,0.6639,0.2427,0.6404,0.0046,0.006,0.0183,0.0092,,,,,,,,,,,,,
IM,EX,Q2,6,38,0.2667,0.6558,20.173,34.845,7.244,68.6192616,-149.3316333,0.5,3.1, GPS         ,22/07/2021,15:49:20,47,0.2798,0.6651,0.2503,0.6476,0.0059,0.0037,0.0221,0.0056,,,,,,,,,,,,,
IM,EX,Q2,7,39,0.2389,0.6703,20.549,33.449,6.602,68.6191533,-149.332,0.5,3.1, GPS         ,22/07/2021,15:49:35,52,0.2519,0.6883,0.2182,0.6513,0.0066,0.0089,0.0275,0.0133,,,,,,,,,,,,,
IM,EX,Q2,8,40,0.2218,0.6092,20.788,32.64,7.929,68.61917,-149.33199,0.5,3.1, GPS         ,22/07/2021,15:51:01,23,0.2288,0.6304,0.2079,0.5888,0.0051,0.0119,0.023,0.0196,,,,,,,,,,,,,
IM,EX,Q3,1,41,0.2646,0.7225,20.2,34.738,5.597,68.619045,-149.3319833,0.5,3.1, GPS         ,22/07/2021,15:51:14,39,0.2755,0.7274,0.256,0.7163,0.0047,0.0026,0.0178,0.0036,,,,,,,,,,,,,
IM,EX,Q3,2,42,0.2041,0.5681,21.044,31.839,8.768,68.6190583,-149.3319816,0.5,3.1, GPS         ,22/07/2021,15:51:26,42,0.215,0.577,0.1922,0.5611,0.006,0.0043,0.0293,0.0075,,,,,,,,,,,,,
IM,EX,Q3,3,43,0.2121,0.6189,20.928,32.193,7.578,68.619075,-149.33226,0.5,3.1, GPS         ,22/07/2021,15:51:38,44,0.2215,0.6319,0.2024,0.6011,0.0047,0.0068,0.0224,0.011,,,,,,,,,,,,,
IM,EX,Q3,4,44,0.2409,0.6677,20.521,33.547,6.685,68.619,-149.3324266,0.5,3.1, GPS         ,22/07/2021,15:51:53,48,0.2552,0.6793,0.2274,0.6483,0.0053,0.0065,0.022,0.0097,,,,,,,,,,,,,
IM,EX,Q3,5,45,0.2382,0.6684,20.558,33.417,6.642,68.61901,-149.3321616,0.5,3.1, GPS         ,22/07/2021,15:52:09,39,0.2483,0.674,0.2255,0.6628,0.0054,0.0031,0.0228,0.0046,,,,,,,,,,,,,
IM,EX,Q3,6,46,0.2468,0.7054,20.44,33.836,5.846,68.6190383,-149.3323183,0.5,3.1, GPS         ,22/07/2021,15:52:22,30,0.2645,0.717,0.2358,0.682,0.0065,0.0073,0.0262,0.0103,,,,,,,,,,,,,
IM,EX,Q3,7,47,0.2576,0.6762,20.294,34.379,6.641,68.6189966,-149.3321983,0.5,3.1, GPS         ,22/07/2021,15:52:34,45,0.2712,0.6909,0.2428,0.6676,0.0066,0.0046,0.0256,0.0069,,,,,,,,,,,,,
IM,EX,Q3,8,48,0.2535,0.7032,20.365,34.231,5.95,68.6189683,-149.332225,0.5,3.1, GPS         ,22/07/2021,15:55:57,58,0.2708,0.7254,-0.0059,0.3598,0.0349,0.046,0.1376,0.0654,,,,,,,,,,,,,
IM,EX,Q4,1,49,0.2446,0.6548,20.501,33.828,7.038,68.6244416,-149.3272633,878.6,1.6, GPS         ,22/07/2021,15:56:13,44,0.2697,0.701,-0.0539,0.4926,0.0461,0.0373,0.1885,0.057,,,,,,,,,,,,,
IM,EX,Q4,2,50,0.1979,0.4473,21.136,31.565,12.056,68.6244466,-149.327175,879.1,1.6, GPS         ,22/07/2021,15:56:26,57,0.2146,0.4692,0.1772,0.4237,0.0063,0.0128,0.032,0.0286,,,,,,,,,,,,,
IM,EX,Q4,3,51,0.2404,0.5916,20.527,33.522,8.602,68.6244366,-149.3271016,874.8,1.6, GPS         ,22/07/2021,15:56:38,52,0.2492,0.5989,0.2311,0.584,0.0042,0.0031,0.0174,0.0053,,,,,,,,,,,,,
IM,EX,Q4,4,52,0.2596,0.6547,20.267,34.482,7.195,68.6244366,-149.3271016,875.6,1.6, GPS         ,22/07/2021,15:56:49,34,0.2732,0.6807,0.2482,0.6356,0.0068,0.0115,0.0261,0.0175,,,,,,,,,,,,,
IM,EX,Q4,5,53,0.2789,0.7121,20.012,35.493,5.968,68.624445,-149.3270166,875.6,1.6, GPS         ,22/07/2021,15:57:01,51,0.2897,0.7198,0.2664,0.7064,0.0052,0.0034,0.0185,0.0048,,,,,,,,,,,,,
IM,EX,Q4,6,54,0.2304,0.5872,20.667,33.041,8.594,68.6244683,-149.3270583,876.9,1.6, GPS         ,22/07/2021,15:57:14,36,0.2427,0.5977,0.2187,0.5753,0.0062,0.0055,0.0269,0.0094,,,,,,,,,,,,,
IM,EX,Q4,7,55,0.2294,0.6303,20.681,32.996,7.482,68.624465,-149.3269266,876.4,1.6, GPS         ,22/07/2021,15:57:27,76,0.2429,0.6481,0.212,0.5967,0.0062,0.0096,0.0272,0.0152,,,,,,,,,,,,,
IM,EX,Q4,8,56,0.2226,0.5733,20.777,32.676,8.863,68.6244666,-149.3270633,877.5,1.6, GPS         ,22/07/2021,15:58:48,42,0.2327,0.5862,0.2127,0.5578,0.0041,0.0064,0.0183,0.0112,,,,,,,,,,,,,
IM,EX,Q5,1,57,0.2653,0.752,20.191,34.772,4.922,68.6244933,-149.3270433,868.4,1.6, GPS         ,22/07/2021,15:59:07,68,0.2749,0.7615,0.2551,0.7366,0.0052,0.005,0.0198,0.0067,,,,,,,,,,,,,
IM,EX,Q5,2,58,0.2663,0.741,20.177,34.827,5.182,68.6244866,-149.3270466,868.4,1.6, GPS         ,22/07/2021,15:59:24,50,0.2776,0.7501,0.2556,0.7335,0.0052,0.0038,0.0194,0.0051,,,,,,,,,,,,,
IM,EX,Q5,3,59,0.2632,0.7604,20.219,34.664,4.718,68.6244683,-149.3269283,869.8,1.5, GPS         ,22/07/2021,15:59:41,53,0.2791,0.7771,0.2476,0.7428,0.0065,0.0099,0.0245,0.013,,,,,,,,,,,,,
IM,EX,Q5,4,60,0.2294,0.6894,20.703,33.066,6.072,68.62447,-149.326955,871.1,1.5, GPS         ,22/07/2021,15:59:57,47,0.2457,0.6999,-0.0353,0.6448,0.0394,0.0081,0.1716,0.0118,,,,,,,,,,,,,
IM,EX,Q5,5,61,0.2103,0.5998,20.954,32.113,8.032,68.624475,-149.32696,871.7,1.5, GPS         ,22/07/2021,16:00:11,51,0.2227,0.6118,0.1959,0.5879,0.0062,0.0058,0.0294,0.0097,,,,,,,,,,,,,
IM,EX,Q5,6,62,0.2234,0.5979,20.765,32.715,8.232,68.6244683,-149.3272416,872.8,1.5, GPS         ,22/07/2021,16:00:25,46,0.2337,0.6113,0.2152,0.5798,0.0045,0.0081,0.02,0.0136,,,,,,,,,,,,,
IM,EX,Q5,7,63,0.2291,0.5977,20.685,32.98,8.305,68.6245416,-149.32744,873.8,1.5, GPS         ,22/07/2021,16:00:38,47,0.2414,0.607,0.2159,0.5884,0.0056,0.0042,0.0243,0.007,,,,,,,,,,,,,
IM,EX,Q5,8,64,0.2174,0.6354,20.851,32.44,7.233,68.6244733,-149.32717,874.2,1.5, GPS         ,22/07/2021,16:02:07,47,0.2357,0.6494,0.2013,0.6194,0.0063,0.0076,0.0292,0.012,,,,,,,,,,,,,
IM,EX,Q6,1,65,0.2783,0.7819,20.02,35.46,4.341,68.6244816,-149.3269066,861.8,1.5, GPS         ,22/07/2021,16:02:24,42,0.2864,0.7859,0.268,0.7784,0.0046,0.0019,0.0165,0.0025,,,,,,,,,,,,,
IM,EX,Q6,2,66,0.2422,0.659,20.503,33.609,6.907,68.6244883,-149.3268783,859.4,1.5, GPS         ,22/07/2021,16:02:38,59,0.2558,0.667,0.2255,0.6479,0.0065,0.0043,0.0268,0.0065,,,,,,,,,,,,,
IM,EX,Q6,3,67,0.2455,0.7166,20.457,33.774,5.575,68.624445,-149.32709,865.5,1.5, GPS         ,22/07/2021,16:02:52,50,0.2617,0.7275,0.2331,0.7088,0.0062,0.0036,0.0253,0.005,,,,,,,,,,,,,
IM,EX,Q6,4,68,0.2727,0.7166,20.093,35.161,5.806,68.624465,-149.3269533,863,1.5, GPS         ,22/07/2021,16:03:07,62,0.2859,0.7241,0.2614,0.7097,0.0047,0.003,0.0171,0.0042,,,,,,,,,,,,,
IM,EX,Q6,5,69,0.2808,0.7404,19.998,35.649,5.305,68.6244833,-149.3270383,865.4,1.5, GPS         ,22/07/2021,16:03:23,41,0.2966,0.7581,0.0943,0.4372,0.0299,0.0482,0.1066,0.0651,,,,,,,,,,,,,
IM,EX,Q6,6,70,0.2535,0.6882,20.349,34.172,6.311,68.6244733,-149.3271533,873,1.5, GPS         ,22/07/2021,16:03:36,42,0.2699,0.7287,0.2404,0.6654,0.0074,0.0121,0.0293,0.0176,,,,,,,,,,,,,
IM,EX,Q6,7,71,0.2239,0.5985,20.759,32.736,8.222,68.6244833,-149.3270933,874.2,1.5, GPS         ,22/07/2021,16:03:48,37,0.2322,0.6092,0.2093,0.5862,0.0059,0.0054,0.0266,0.0091,,,,,,,,,,,,,
IM,EX,Q6,8,72,0.2308,0.5976,20.661,33.06,8.328,68.6244933,-149.3271283,875.9,1.5, GPS         ,22/07/2021,16:07:25,46,0.2401,0.605,0.2197,0.5886,0.0044,0.0037,0.0192,0.0062,,,,,,,,,,,,,
IM,EX,Q7,1,73,0.2965,0.759,19.787,36.467,4.997,68.6253066,-149.318005,166.1,2.5, GPS         ,22/07/2021,16:07:43,33,0.3079,0.7645,0.2858,0.7515,0.0061,0.0025,0.0207,0.0033,,,,,,,,,,,,,
IM,EX,Q7,2,74,0.258,0.6575,20.289,34.397,7.107,68.62534,-149.3175516,124,2.5, GPS         ,22/07/2021,16:07:56,37,0.2768,0.6728,0.2459,0.6274,0.0065,0.0087,0.025,0.0132,,,,,,,,,,,,,
IM,EX,Q7,3,75,0.2517,0.6212,20.373,34.082,7.963,68.6253816,-149.31714,91.2,2.5, GPS         ,22/07/2021,16:08:08,40,0.2672,0.6394,0.2366,0.6112,0.0064,0.0063,0.0254,0.0102,,,,,,,,,,,,,
IM,EX,Q7,4,76,0.2537,0.6689,20.346,34.182,6.782,68.6254016,-149.3170033,74.7,2.4, GPS         ,22/07/2021,16:08:21,40,0.2623,0.6859,0.2414,0.6496,0.0055,0.0096,0.0217,0.0143,,,,,,,,,,,,,
IM,EX,Q7,5,77,0.2711,0.7419,20.115,35.076,5.198,68.6254233,-149.31692,62.5,2.4, GPS         ,22/07/2021,16:08:33,49,0.2889,0.7607,0.261,0.7094,0.0055,0.0143,0.0202,0.0193,,,,,,,,,,,,,
IM,EX,Q7,6,78,0.2351,0.6569,42.271,34.069,7.056,68.6254333,-149.3169383,53.8,2.4, GPS         ,22/07/2021,16:08:47,48,0.2733,0.6654,-0.9798,0.6499,0.1773,0.0038,0.7544,0.0058,,,,,,,,,,,,,
IM,EX,Q7,7,79,0.2519,0.6839,20.37,34.091,6.398,68.6254566,-149.316845,46.2,2.4, GPS         ,22/07/2021,16:09:00,33,0.2703,0.6979,0.2365,0.6712,0.0061,0.0054,0.0244,0.0079,,,,,,,,,,,,,
IM,EX,Q7,8,80,0.2644,0.694,20.203,34.729,6.273,68.6254833,-149.316695,40.9,2.4, GPS         ,22/07/2021,16:10:53,37,0.2796,0.7052,0.2522,0.6763,0.0065,0.0076,0.0245,0.0109,,,,,,,,,,,,,
IM,EX,Q8,1,81,0.221,0.5536,20.8,32.605,9.367,68.6255483,-149.31681,19,2.4, GPS         ,22/07/2021,16:11:14,42,0.2316,0.5688,0.2013,0.5391,0.0074,0.0075,0.0333,0.0135,,,,,,,,,,,,,
IM,EX,Q8,2,82,0.2394,0.6412,20.542,33.474,7.318,68.62556,-149.316695,16.6,2.4, GPS         ,22/07/2021,16:11:36,42,0.2602,0.664,0.2196,0.603,0.0081,0.0175,0.0338,0.0273,,,,,,,,,,,,,
IM,EX,Q8,3,83,0.2979,0.7507,19.77,36.544,5.203,68.6255916,-149.3167166,14.9,2.4, GPS         ,22/07/2021,16:12:11,45,0.3077,0.7554,0.2891,0.7438,0.0047,0.0027,0.0159,0.0036,,,,,,,,,,,,,
IM,EX,Q8,4,84,0.2888,0.7218,19.885,36.034,5.822,68.6256133,-149.3167533,12.8,2.4, GPS         ,22/07/2021,16:12:25,39,0.3026,0.7285,0.2793,0.7099,0.0056,0.0043,0.0193,0.006,,,,,,,,,,,,,
IM,EX,Q8,5,85,0.2876,0.7301,19.9,35.975,5.611,68.625625,-149.3168033,12.1,2.4, GPS         ,22/07/2021,16:12:42,51,0.3,0.7437,0.2674,0.7212,0.0079,0.0043,0.0276,0.0059,,,,,,,,,,,,,
