REGION,DATE,SITE,TREATMENT,QUAD,QUAD2,Written NDVI,PLOT,NDVI,NDRE,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI,
Toolik,JULY 14 2018,PL,PR,C4.1,C4,0.6619,110,0.6619,0.2293,20.682,32.992,6.712,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.2411,0.6695,0.2172,0.65,0.0064,0.0044,0.0278,0.0067,
Toolik,JULY 14 2018,PL,PR,C4.2,C4,0.6675,111,0.6675,0.2325,20.638,33.142,6.607,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2453,0.6755,0.2222,0.6493,0.006,0.0056,0.026,0.0084,
Toolik,JULY 14 2018,PL,PR,C4.3,C4,0.6327,112,0.6327,0.226,20.73,32.838,7.387,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.2441,0.6473,0.2009,0.6091,0.0094,0.0103,0.0415,0.0162,
Toolik,JULY 14 2018,PL,PR,C4.4,C4,0.5602,113,0.5606,0.2162,20.869,32.386,9.118,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2333,0.578,0.1923,0.5492,0.0091,0.0077,0.042,0.0137,
Toolik,JULY 14 2018,PL,PR,C4.5,C4,0.5505,114,0.5505,0.2042,21.044,31.842,9.231,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2226,0.5611,0.1888,0.5427,0.0082,0.005,0.0399,0.009,
Toolik,JULY 14 2018,PL,PR,C4.6,C4,0.5708,115,0.5708,0.2068,21.005,31.961,8.733,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2225,0.584,0.1923,0.5591,0.0079,0.0063,0.0383,0.0111,
Toolik,JULY 14 2018,PL,PR,C4.7,C4,0.5785,116,0.5785,0.207,21.002,31.971,8.535,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2201,0.5926,0.1849,0.5636,0.0096,0.0078,0.0465,0.0134,
Toolik,JULY 14 2018,PL,PR,C4.8,C4,0.5954,117,0.5954,0.2074,20.996,31.99,8.112,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2225,0.6045,0.1915,0.5824,0.0093,0.0052,0.0451,0.0087,
Toolik,JULY 14 2018,PL,PR,C5.1,C5,0.5547,118,0.5547,0.2078,20.992,32.013,9.168,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,84,0.2364,0.5974,0.17,0.4987,0.015,0.0242,0.0724,0.0436,
Toolik,JULY 14 2018,PL,PR,C5.2,C5,0.5788,119,0.5788,0.2289,20.689,32.972,8.794,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.241,0.589,0.2159,0.5663,0.0079,0.0065,0.0346,0.0112,
Toolik,JULY 14 2018,PL,PR,C5.3,C5,0.5845,120,0.5845,0.2348,20.605,33.253,8.721,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2435,0.5921,0.2229,0.5772,0.0046,0.0037,0.0198,0.0064,
Toolik,JULY 14 2018,PL,PR,C5.4,C5,0.6028,121,0.6028,0.2478,20.427,33.883,8.396,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2578,0.6131,0.2362,0.5905,0.0056,0.0054,0.0228,0.009,
Toolik,JULY 14 2018,PL,PR,C5.5,C5,0.6324,122,0.6324,0.2464,20.445,33.818,7.616,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2575,0.6374,0.2371,0.6257,0.0056,0.0035,0.0226,0.0055,
Toolik,JULY 14 2018,PL,PR,C5.6,C5,0.6186,123,0.6186,0.2432,20.489,33.66,7.932,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2543,0.6267,0.2263,0.6114,0.0064,0.0044,0.0263,0.0071,
Toolik,JULY 14 2018,PL,PR,C5.7,C5,0.623,124,0.623,0.2455,20.458,33.772,7.845,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,15,0.2568,0.638,0.2293,0.6113,0.0074,0.0081,0.0302,0.013,
Toolik,JULY 14 2018,PL,PR,C5.8,C5,0.6191,125,0.6191,0.2393,20.543,33.472,7.873,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2548,0.633,0.2187,0.6074,0.0088,0.0064,0.037,0.0103,
Toolik,JULY 14 2018,PL,PR,C6.1,C6,0.5923,126,0.5923,0.2226,20.778,32.678,8.366,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2418,0.6042,0.2107,0.58,0.0094,0.006,0.0425,0.0102,
Toolik,JULY 14 2018,PL,PR,C6.2,C6,0.686,127,0.686,0.2542,20.34,34.205,6.371,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,32,0.2696,0.7023,0.2344,0.6617,0.0073,0.011,0.0286,0.016,
Toolik,JULY 14 2018,PL,PR,C6.3,C6,0.6828,128,0.6828,0.2541,20.341,34.204,6.448,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2725,0.6907,0.2362,0.6705,0.0083,0.0054,0.0328,0.008,
Toolik,JULY 14 2018,PL,PR,C6.4,C6,0.647,129,0.647,0.2371,20.573,33.364,7.151,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2551,0.6592,0.229,0.6341,0.0066,0.0066,0.0277,0.0102,
Toolik,JULY 14 2018,PL,PR,C6.5,C6,0.6462,130,0.6462,0.2405,20.527,33.527,7.206,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.253,0.6548,0.2291,0.636,0.007,0.0058,0.0291,0.009,
Toolik,JULY 14 2018,PL,PR,C6.6,C6,0.6541,131,0.6541,0.2392,20.545,33.468,6.997,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2623,0.6672,0.2102,0.6411,0.0102,0.0055,0.0428,0.0084,
Toolik,JULY 14 2018,PL,PR,C6.7,C6,0.58,132,0.58,0.2162,20.869,32.389,8.61,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,28,0.2366,0.6027,0.1947,0.5597,0.0109,0.0087,0.0504,0.0151,
Toolik,JULY 14 2018,PL,PR,C6.8,C6,0.5764,133,0.5764,0.2167,20.861,32.409,8.708,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.2306,0.5862,0.2014,0.5643,0.0085,0.0061,0.0391,0.0105,
Toolik,JULY 14 2018,PL,PR,C7.1,C7,0.5702,134,0.5702,0.2138,20.904,32.275,8.833,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2333,0.5891,0.1991,0.559,0.0088,0.0074,0.0411,0.0129,
Toolik,JULY 14 2018,PL,PR,C7.2,C7,0.6115,135,0.6115,0.2241,20.756,32.745,7.893,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2356,0.6192,0.2114,0.604,0.0059,0.0048,0.0263,0.0078,
Toolik,JULY 14 2018,PL,PR,C7.3,C7,0.5342,136,0.5342,0.2235,20.764,32.722,9.934,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2398,0.5549,0.2045,0.52,0.0084,0.008,0.0375,0.015,
Toolik,JULY 14 2018,PL,PR,C7.4,C7,0.603,137,0.603,0.2429,20.494,33.647,8.331,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,27,0.2597,0.6135,0.2251,0.5913,0.0081,0.0066,0.0333,0.0109,
Toolik,JULY 14 2018,PL,PR,C7.5,C7,0.5823,138,0.5823,0.2287,20.691,32.968,8.702,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,25,0.2451,0.5945,0.2025,0.5694,0.0101,0.0065,0.0442,0.0112,
Toolik,JULY 14 2018,PL,PR,C7.6,C7,0.6083,139,0.6083,0.2373,20.571,33.376,8.126,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2559,0.6206,0.2193,0.5985,0.0096,0.0065,0.0405,0.0107,
Toolik,JULY 14 2018,PL,PR,C7.7,C7,0.494,140,0.494,0.2093,20.97,32.074,10.86,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.237,0.5175,0.1856,0.4814,0.0111,0.0094,0.0531,0.019,
Toolik,JULY 14 2018,PL,PR,C7.8,C7,0.3777,141,0.3777,0.1891,21.266,31.189,14.089,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.1996,0.3933,0.1722,0.3604,0.0077,0.0083,0.0408,0.0219,
Toolik,JULY 14 2018,PL,PR,C8.1,C8,0.6468,142,0.6468,0.2312,20.657,33.082,7.095,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2546,0.6558,0.2138,0.6246,0.0094,0.0064,0.0407,0.0099,
Toolik,JULY 14 2018,PL,PR,C8.2,C8,0.6728,143,0.6728,0.2399,20.536,33.507,6.552,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,24,0.2646,0.6878,0.2119,0.6587,0.0121,0.0063,0.0505,0.0093,
Toolik,JULY 14 2018,PL,PR,C8.3,C8,0.683,144,0.683,0.2335,20.624,33.19,6.251,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,14,0.2433,0.6938,0.215,0.6711,0.0074,0.0061,0.0319,0.009,
Toolik,JULY 14 2018,PL,PR,C8.4,C8,0.648,145,0.648,0.2309,20.66,33.068,7.063,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,21,0.2467,0.6599,0.2167,0.6339,0.0081,0.0062,0.0352,0.0095,
Toolik,JULY 14 2018,PL,PR,C8.5,C8,0.5914,146,0.5914,0.2424,20.5,33.621,8.633,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2521,0.5987,0.2313,0.58,0.0053,0.0048,0.0218,0.0081,
Toolik,JULY 14 2018,PL,PR,C8.6,C8,0.6409,147,0.6409,0.2696,20.135,34.997,7.659,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2798,0.6522,0.2532,0.6323,0.0066,0.0046,0.0244,0.0071,
Toolik,JULY 14 2018,PL,PR,C8.7,C8,0.6416,148,0.6416,0.2437,20.482,33.686,7.353,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,23,0.2553,0.6535,0.2342,0.6336,0.0066,0.0051,0.027,0.0079,
Toolik,JULY 14 2018,PL,PR,C8.8,C8,0.5791,149,0.5791,0.2247,20.747,32.776,8.737,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,20,0.2422,0.5954,0.2133,0.5698,0.0068,0.0061,0.0302,0.0106,
Toolik,JULY 14 2018,PL,PR,F1.1,,0.5741,150,0.5741,0.2241,20.756,32.747,8.86,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2341,0.5876,0.2067,0.5611,0.0079,0.0072,0.0354,0.0125,
Toolik,JULY 14 2018,PL,PR,F1.2,,0.6145,151,0.6145,0.23,20.672,33.028,7.884,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,22,0.2477,0.6235,0.2177,0.6029,0.0081,0.005,0.0351,0.0082,
Toolik,JULY 14 2018,PL,PR,F1.3,,0.5686,152,0.5686,0.2221,20.785,32.655,8.981,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,12,0.2374,0.5786,0.207,0.5544,0.0091,0.0061,0.0412,0.0107,
Toolik,JULY 14 2018,PL,PR,F1.4,,0.5869,153,0.5869,0.224,20.759,32.749,8.523,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2503,0.6016,0.2091,0.5731,0.0121,0.0072,0.0539,0.0123,
Toolik,JULY 14 2018,PL,PR,F1.5,,0.5927,154,0.5927,0.223,20.772,32.698,8.36,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2424,0.6125,0.201,0.5812,0.0092,0.007,0.0413,0.0118,
Toolik,JULY 14 2018,PL,PR,F1.6,,0.6159,155,0.6159,0.2376,20.567,33.39,7.937,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2558,0.6271,0.2231,0.607,0.0086,0.0054,0.036,0.0087,
Toolik,JULY 14 2018,PL,PR,F1.7,,0.6061,156,0.6061,0.2309,20.661,33.07,8.109,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2586,0.6226,0.2144,0.5932,0.0103,0.0068,0.0445,0.0113,
Toolik,JULY 14 2018,PL,PR,F1.8,,0.6066,157,0.6066,0.2303,20.668,33.041,8.09,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2453,0.6162,0.2192,0.5996,0.0074,0.0049,0.032,0.008,
Toolik,JULY 14 2018,PL,PR,F2.1,,0.5634,158,0.5634,0.2145,20.893,32.307,9.022,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,24,0.2313,0.5763,0.2018,0.5538,0.0089,0.0064,0.0413,0.0113,
Toolik,JULY 14 2018,PL,PR,F2.2,,0.5597,159,0.5597,0.2151,20.884,32.333,9.127,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,15,0.2272,0.5667,0.2021,0.5482,0.0063,0.0047,0.0294,0.0084,
Toolik,JULY 14 2018,PL,PR,F2.3,,0.545,160,0.545,0.2017,21.079,31.733,9.345,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2157,0.5558,0.1947,0.5372,0.0059,0.0051,0.0292,0.0094,
Toolik,JULY 14 2018,PL,PR,F2.4,,0.4964,161,0.4964,0.2099,20.96,32.097,10.802,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2245,0.5067,0.1968,0.4877,0.0081,0.0052,0.0388,0.0105,
Toolik,JULY 14 2018,PL,PR,F2.5,,0.55,162,0.55,0.2165,20.864,32.397,9.404,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2318,0.5572,0.2025,0.5393,0.0079,0.0055,0.0363,0.0101,
Toolik,JULY 14 2018,PL,PR,F2.6,,0.5202,163,0.5202,0.2146,20.892,32.312,10.196,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2314,0.5382,0.1989,0.504,0.0097,0.0082,0.0452,0.0158,
Toolik,JULY 14 2018,PL,PR,F2.7,,0.5058,164,0.5058,0.2145,20.893,32.31,10.604,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.228,0.5165,0.1889,0.4895,0.0095,0.0062,0.0442,0.0122,
Toolik,JULY 14 2018,PL,PR,F3.1,,0.5797,165,0.5797,0.2179,20.844,32.462,8.636,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.2294,0.5929,0.2059,0.5705,0.0075,0.0056,0.0345,0.0097,
Toolik,JULY 14 2018,PL,PR,F3.2,,0.5812,166,0.5812,0.2124,20.923,32.213,8.531,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.2268,0.5895,0.1939,0.5704,0.0088,0.0052,0.0413,0.0089,
Toolik,JULY 14 2018,PL,PR,F3.3,,0.5843,167,0.5843,0.2222,20.784,32.664,8.569,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,16,0.2461,0.5966,0.199,0.5622,0.0113,0.0085,0.0507,0.0145,
Toolik,JULY 14 2018,PL,PR,F3.4,,0.5393,168,0.5393,0.2147,20.89,32.316,9.672,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,17,0.231,0.5504,0.2033,0.5303,0.0075,0.006,0.0348,0.0111,
Toolik,JULY 14 2018,PL,PR,F3.5,,0.5301,169,0.5301,0.2049,21.032,31.877,9.788,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,18,0.2199,0.5438,0.1894,0.5088,0.0082,0.0094,0.04,0.0177,
Toolik,JULY 14 2018,PL,PR,F3.6,,0.5396,170,0.5396,0.1959,21.166,31.478,9.411,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,15,0.2077,0.5507,0.1853,0.5296,0.0072,0.006,0.0366,0.0112,
Toolik,JULY 14 2018,PL,PR,F3.7,,0.5172,171,0.5172,0.1969,21.151,31.532,10.032,---.-------   ,---.-------   ,,---          ,---          ,13/07/2018,21:56:41,19,0.222,0.5348,0.1697,0.5026,0.0134,0.0083,0.0682,0.016,
Toolik,JULY 14 2018,PL,PR,F3.8,,0.5532,,,,,,,,,,,,,,,,,,,,,,,LAST MEASUREMENT BEFORE THE MACHINE WAS TURNED OFF…
Toolik,JULY 17 2018,ST,CT,F1.1,,0.5734,1,0.5734,0.1952,21.176,31.45,8.536,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,40,0.2098,0.6149,0.1769,0.5362,0.0088,0.0275,0.0452,0.048,
Toolik,JULY 17 2018,ST,CT,F1.2,,0.6569,2,0.6569,0.2093,20.969,32.072,6.641,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,27,0.2312,0.672,0.1914,0.6414,0.0087,0.0086,0.0416,0.0131,
Toolik,JULY 17 2018,ST,CT,F1.3,,0.6919,3,0.6919,0.2198,20.818,32.548,5.927,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.233,0.7062,0.1977,0.677,0.0086,0.0068,0.0392,0.0098,
Toolik,JULY 17 2018,ST,CT,F1.4,,0.9895,4,0.6895,0.2189,20.831,32.506,5.974,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,30,0.2284,0.6956,0.195,0.6725,0.0076,0.0047,0.0348,0.0069,
Toolik,JULY 17 2018,ST,CT,F1.5,,0.6689,5,0.6689,0.2142,20.898,32.299,6.405,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,25,0.2435,0.6858,0.1925,0.6563,0.0122,0.0063,0.0571,0.0095,
Toolik,JULY 17 2018,ST,CT,F1.6,,0.6156,6,0.6156,0.2077,20.993,32.001,7.615,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,25,0.2267,0.6431,0.1798,0.5822,0.0104,0.0194,0.0502,0.0316,
Toolik,JULY 17 2018,ST,CT,F1.7,,0.6915,7,0.6915,0.2234,20.766,32.717,5.966,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,30,0.2417,0.7026,0.2028,0.679,0.0089,0.0062,0.04,0.0089,
Toolik,JULY 17 2018,ST,CT,F1.8,,0.643,8,0.643,0.2041,21.044,31.842,6.918,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,33,0.2189,0.6572,0.182,0.6275,0.0089,0.0067,0.0434,0.0104,
Toolik,JULY 17 2018,ST,CT,F2.1,,0.5457,9,0.5457,0.1844,21.337,30.988,9.107,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,34,0.1961,0.5566,0.1644,0.5281,0.0071,0.0072,0.0387,0.0132,
Toolik,JULY 17 2018,ST,CT,F2.2,,0.5681,10,0.5681,0.1938,21.196,31.392,8.645,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,33,0.2137,0.5948,0.1766,0.5516,0.0091,0.0116,0.047,0.0204,
Toolik,JULY 17 2018,ST,CT,F2.3,,0.624,11,0.624,0.2046,21.037,31.861,7.377,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,31,0.2188,0.6359,0.1854,0.6112,0.0081,0.0049,0.0394,0.0079,
Toolik,JULY 17 2018,ST,CT,F2.4,,0.5716,12,0.5716,0.1967,21.152,31.517,8.59,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.2128,0.5807,0.1787,0.5619,0.0077,0.005,0.0391,0.0087,
Toolik,JULY 17 2018,ST,CT,F2.5,,0.614,13,0.614,0.2057,21.022,31.915,7.633,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,37,0.2274,0.6315,0.177,0.5802,0.0116,0.0115,0.0563,0.0187,
Toolik,JULY 17 2018,ST,CT,F2.6,,0.5865,14,0.5865,0.2149,20.888,32.329,8.423,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,30,0.2411,0.6064,0.1999,0.5738,0.0108,0.0082,0.0504,0.014,
Toolik,JULY 17 2018,ST,CT,F2.7,,0.5027,15,0.5027,0.1824,21.369,30.907,10.226,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,23,0.2072,0.529,0.1536,0.487,0.0111,0.009,0.0607,0.0179,
Toolik,JULY 17 2018,ST,CT,F2.8,,0.5212,16,0.5212,0.1835,21.353,30.954,9.741,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,22,0.2094,0.5447,0.1611,0.5014,0.0124,0.0117,0.0675,0.0224,
Toolik,JULY 17 2018,ST,CT,F3.1,,0.5333,17,0.5333,0.1806,21.396,30.831,9.382,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,12,0.1938,0.5462,0.1616,0.5216,0.0099,0.0068,0.055,0.0127,
Toolik,JULY 17 2018,ST,CT,F3.2,,0.5048,18,0.5048,0.1802,21.403,30.816,10.14,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,28,0.2184,0.5326,0.165,0.489,0.0121,0.0093,0.067,0.0185,
Toolik,JULY 17 2018,ST,CT,F3.3,,0.5209,19,0.5209,0.1719,21.529,30.469,9.598,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,23,0.1844,0.5317,0.1569,0.5067,0.0082,0.0067,0.0476,0.0129,
Toolik,JULY 17 2018,ST,CT,F3.4,,0.5011,20,0.5011,0.175,21.481,30.6,10.17,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,22,0.191,0.5138,0.1429,0.4793,0.0107,0.0077,0.0611,0.0155,
Toolik,JULY 17 2018,ST,CT,F3.5,,0.6008,21,0.6008,0.2008,21.094,31.698,7.904,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,23,0.2222,0.6151,0.1818,0.5782,0.0118,0.0089,0.0588,0.0147,
Toolik,JULY 17 2018,ST,CT,F3.6,,0.6117,22,0.6117,0.2035,21.053,31.816,7.665,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,22,0.2228,0.6246,0.1886,0.6018,0.0096,0.0074,0.0473,0.0121,
Toolik,JULY 17 2018,ST,CT,F3.7,,0.5397,23,0.5397,0.1916,21.23,31.295,9.353,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,33,0.2129,0.5578,0.1759,0.526,0.0094,0.0073,0.0492,0.0136,
Toolik,JULY 17 2018,ST,CT,F3.8,,0.5993,24,0.5993,0.206,21.017,31.927,8,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,26,0.2334,0.6162,0.1887,0.5768,0.0105,0.0102,0.0511,0.0171,
Toolik,JULY 17 2018,ST,PR,F3.1,,0.5826,25,0.5826,0.1972,21.145,31.537,8.318,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,24,0.2131,0.5927,0.1838,0.5706,0.0067,0.0058,0.0341,0.01,
Toolik,JULY 17 2018,ST,PR,F3.2,,0.603,26,0.603,0.1932,21.206,31.362,7.765,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,30,0.2071,0.6162,0.1769,0.5916,0.0081,0.0066,0.0421,0.0109,
Toolik,JULY 17 2018,ST,PR,F3.3,,0.5056,27,0.5056,0.1855,21.321,31.039,10.191,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,24,0.1999,0.5167,0.1601,0.4916,0.0101,0.0068,0.0547,0.0134,
Toolik,JULY 17 2018,ST,PR,F3.4,,0.5893,28,0.5893,0.2157,20.876,32.363,8.363,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.2367,0.6061,0.2026,0.5779,0.0085,0.0061,0.0393,0.0104,
Toolik,JULY 17 2018,ST,PR,F3.5,,0.6363,29,0.6363,0.2282,20.699,32.94,7.321,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,26,0.2442,0.6547,0.2158,0.6208,0.0082,0.007,0.036,0.0109,
Toolik,JULY 17 2018,ST,PR,F3.6,,0.6121,30,0.6121,0.2004,21.099,31.675,7.622,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,27,0.2179,0.6231,0.1763,0.5974,0.0086,0.0075,0.0428,0.0122,
Toolik,JULY 17 2018,ST,PR,F3.7,,0.5747,31,0.5747,0.1931,21.207,31.359,8.469,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,24,0.2097,0.5836,0.1795,0.5627,0.0074,0.0048,0.0383,0.0084,
Toolik,JULY 17 2018,ST,PR,F3.8,,0.5628,32,0.5628,0.1947,21.183,31.433,8.792,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,37,0.215,0.5792,0.1685,0.5418,0.011,0.0077,0.0563,0.0137,
Toolik,JULY 17 2018,ST,PR,F2.1,,0.6318,33,0.6318,0.2128,20.917,32.23,7.272,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,28,0.23,0.6407,0.1992,0.6263,0.007,0.0036,0.0327,0.0057,
Toolik,JULY 17 2018,ST,PR,F2.2,,0.6209,34,0.6209,0.2034,21.055,31.813,7.438,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,27,0.2193,0.6377,0.1835,0.6051,0.0108,0.0074,0.0531,0.012,
Toolik,JULY 17 2018,ST,PR,F2.3,,0.6381,35,0.6381,0.2119,20.931,32.187,7.112,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,29,0.2252,0.656,0.2,0.6274,0.007,0.0071,0.033,0.0112,
Toolik,JULY 17 2018,ST,PR,F2.4,,0.6442,36,0.6442,0.2161,20.87,32.378,7.005,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,27,0.2291,0.6544,0.201,0.6338,0.0069,0.0047,0.032,0.0073,
Toolik,JULY 17 2018,ST,PR,F2.5,,0.6088,37,0.6088,0.2109,20.944,32.144,7.817,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,22,0.225,0.6161,0.201,0.5995,0.006,0.0048,0.0286,0.0079,
Toolik,JULY 17 2018,ST,PR,F2.6,,0.5858,38,0.5858,0.208,20.988,32.014,8.361,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,26,0.2228,0.5956,0.1874,0.5761,0.0086,0.0049,0.0412,0.0084,
Toolik,JULY 17 2018,ST,PR,F2.7,,0.5714,39,0.5714,0.208,20.987,32.015,8.731,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,32,0.2278,0.5819,0.1918,0.5641,0.0084,0.004,0.0402,0.0071,
Toolik,JULY 17 2018,ST,PR,F2.8,,0.6013,40,0.6013,0.2094,20.968,32.077,7.985,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,24,0.2286,0.6144,0.1893,0.5894,0.0104,0.0072,0.0497,0.0119,
Toolik,JULY 17 2018,ST,PR,F1.1,,0.6,41,0.6,0.1967,21.154,31.518,7.878,---.-------   ,---.-------   ,,---          ,---          ,17/07/2018,3:13:34,26,0.2131,0.6143,0.1694,0.5802,0.0114,0.0081,0.0578,0.0134,
