PLOT,Region,Site ,Treatment,Quadrat,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI
243,T,PL,PU,Q5,0.2888,0.6929,19.884,36.038,6.538,68.5619166,-149.4875633,898.8,1.8, GPS         ,4/7/2019,2:35:00,8,0.2944,0.7141,0.2787,0.6783,0.0051,0.0123,0.0177,0.0177
244,T,PL,PU,Q5,0.2862,0.6869,19.918,35.894,6.662,68.561915,-149.48757,898.8,1.8, GPS         ,4/7/2019,2:35:53,12,0.301,0.6928,0.2745,0.6786,0.0068,0.0039,0.0238,0.0056
245,T,PL,PU,Q6,0.2454,0.6715,20.478,33.84,6.643,68.5619233,-149.48754,898.8,1.8, GPS         ,4/7/2019,2:36:03,45,0.2707,0.6917,0.0041,0.625,0.0376,0.0134,0.1532,0.02
246,T,PL,PU,Q6,0.2438,0.685,20.481,33.689,6.298,68.561925,-149.48752,898.8,1.8, GPS         ,4/7/2019,2:36:10,8,0.2565,0.6897,0.2334,0.6785,0.0072,0.0034,0.0294,0.0049
247,T,PL,PU,Q6,0.242,0.6425,20.506,33.608,7.312,68.561925,-149.48752,898.8,1.8, GPS         ,4/7/2019,2:36:18,11,0.2623,0.6525,0.2236,0.6309,0.0107,0.0067,0.0444,0.0105
248,T,PL,PU,Q6,0.2252,0.5898,20.741,32.802,8.463,68.5619233,-149.48753,898.8,1.8, GPS         ,4/7/2019,2:36:26,9,0.2382,0.5994,0.2015,0.5761,0.0101,0.0083,0.0448,0.0141
249,T,PL,PU,Q6,0.2162,0.5724,20.87,32.389,8.807,68.56192,-149.4875383,898.8,1.8, GPS         ,4/7/2019,2:36:34,21,0.2381,0.5886,0.187,0.554,0.0127,0.0093,0.0588,0.0163
250,T,PL,PU,Q6,0.2178,0.5782,20.847,32.459,8.675,68.56192,-149.4875433,898.8,1.8, GPS         ,4/7/2019,2:36:43,16,0.233,0.5958,0.1919,0.5503,0.0105,0.0122,0.0483,0.0211
251,T,PL,PU,Q6,0.243,0.5933,20.492,33.651,8.591,68.5619283,-149.4875366,898.8,1.8, GPS         ,4/7/2019,2:36:49,10,0.2558,0.6101,0.2324,0.5764,0.0078,0.0102,0.0323,0.0172
252,T,PL,PU,Q6,0.1868,0.671,440.71,33.466,6.555,68.56195,-149.487525,898.9,1.8, GPS         ,4/7/2019,2:37:34,16,0.2883,0.6858,-0.9966,0.6422,0.3064,0.0132,1.6401,0.0197
253,T,PL,PU,Q7,0.2609,0.695,20.25,34.548,6.217,68.5619183,-149.487535,898.8,1.8, GPS         ,4/7/2019,2:37:40,12,0.2788,0.7006,0.2483,0.6863,0.0086,0.0044,0.0329,0.0063
254,T,PL,PU,Q7,0.2572,0.6569,20.299,34.358,7.114,68.56192,-149.4875283,898.8,1.8, GPS         ,4/7/2019,2:37:46,10,0.2706,0.663,0.2457,0.6509,0.0068,0.0039,0.0263,0.006
255,T,PL,PU,Q7,0.2459,0.6256,20.453,33.792,7.783,68.5619233,-149.4875233,898.8,1.8, GPS         ,4/7/2019,2:37:55,11,0.2583,0.6328,0.2352,0.6185,0.0071,0.0046,0.0287,0.0074
256,T,PL,PU,Q7,0.2437,0.6021,20.483,33.686,8.365,68.561925,-149.487515,898.8,1.8, GPS         ,4/7/2019,2:38:01,12,0.2593,0.6141,0.2337,0.5893,0.0085,0.0081,0.035,0.0135
257,T,PL,PU,Q7,0.2428,0.5579,20.494,33.641,9.546,68.5619233,-149.4875183,898.8,1.8, GPS         ,4/7/2019,2:38:08,10,0.252,0.5658,0.2338,0.5543,0.0056,0.0033,0.0229,0.0059
258,T,PL,PU,Q7,0.2375,0.5637,20.569,33.385,9.313,68.5619133,-149.4875266,898.8,1.8, GPS         ,4/7/2019,2:38:15,16,0.2556,0.573,0.2204,0.5532,0.0097,0.0058,0.0409,0.0104
259,T,PL,PU,Q7,0.2456,0.6095,20.456,33.778,8.196,68.5619166,-149.48755,898.8,1.8, GPS         ,4/7/2019,2:38:23,11,0.2566,0.616,0.2389,0.5982,0.0047,0.0046,0.019,0.0075
260,T,PL,PU,Q7,0.2207,0.6237,20.806,32.593,7.552,68.5619116,-149.487565,898.8,1.8, GPS         ,4/7/2019,2:39:31,17,0.2375,0.6435,0.1962,0.6115,0.0114,0.008,0.0517,0.0127
261,T,PL,PU,Q8,0.2826,0.7677,19.967,35.708,4.69,68.561835,-149.4875866,898.8,1.8, GPS         ,4/7/2019,2:39:38,15,0.3037,0.7775,0.2523,0.7583,0.0147,0.0061,0.052,0.0079
262,T,PL,PU,Q8,0.284,0.7544,19.947,35.775,5.007,68.56184,-149.487575,898.8,1.8, GPS         ,4/7/2019,2:39:46,9,0.2993,0.7619,0.267,0.7487,0.0083,0.0037,0.0294,0.0048
263,T,PL,PU,Q8,0.301,0.7851,19.73,36.728,4.42,68.5618516,-149.4876016,898.8,1.8, GPS         ,4/7/2019,2:39:53,9,0.312,0.7908,0.2889,0.7795,0.0073,0.0032,0.0244,0.0041
264,T,PL,PU,Q8,0.2754,0.7207,20.058,35.314,5.73,68.5618583,-149.48761,898.8,1.8, GPS         ,4/7/2019,2:40:00,17,0.2961,0.7332,0.2631,0.7016,0.0097,0.0081,0.0352,0.0112
265,T,PL,PU,Q8,0.2602,0.644,20.26,34.513,7.471,68.561875,-149.4875916,898.8,1.8, GPS         ,4/7/2019,2:40:08,20,0.2811,0.6538,0.2446,0.6333,0.01,0.0058,0.0386,0.0091
266,T,PL,PU,Q8,0.2565,0.623,20.309,34.322,7.972,68.561885,-149.4874283,898.8,1.8, GPS         ,4/7/2019,2:40:16,11,0.266,0.6396,0.2409,0.609,0.0077,0.0086,0.0299,0.0138
267,T,PL,PU,Q8,0.2357,0.6152,20.593,33.294,7.931,68.5618883,-149.4874233,898.8,1.8, GPS         ,4/7/2019,2:40:21,12,0.2458,0.6228,0.2271,0.6098,0.0057,0.0042,0.0243,0.0068
268,T,PL,PU,Q8,0.2128,0.5173,20.917,32.228,10.254,68.5618883,-149.487505,898.8,1.8, GPS         ,4/7/2019,2:48:05,8,0.2182,0.5245,0.2052,0.5016,0.0044,0.0073,0.0208,0.0142
269,T,PL,CT,Q1,0.2134,0.5429,20.908,32.258,9.556,68.56222,-149.486975,898.8,1.8, GPS         ,4/7/2019,2:48:14,9,0.2238,0.5527,0.1993,0.5335,0.0076,0.0048,0.0354,0.0088
270,T,PL,CT,Q1,0.1927,0.4654,21.214,31.347,11.435,68.56222,-149.4869683,898.8,1.8, GPS         ,4/7/2019,2:48:23,20,0.2181,0.493,0.1714,0.424,0.0123,0.0176,0.0637,0.0378
271,T,PL,CT,Q1,0.1747,0.4215,21.486,30.588,12.447,68.5622216,-149.4869516,898.8,1.8, GPS         ,4/7/2019,2:48:29,15,0.2019,0.4469,0.1584,0.4069,0.0101,0.0096,0.0579,0.0227
272,T,PL,CT,Q1,0.1635,0.3753,21.661,30.132,13.686,68.56222,-149.4869716,898.8,1.8, GPS         ,4/7/2019,2:48:36,10,0.1816,0.3911,0.1402,0.3566,0.0121,0.0104,0.074,0.0276
273,T,PL,CT,Q1,0.2079,0.4828,20.989,32.014,11.165,68.5622216,-149.4869566,898.8,1.8, GPS         ,4/7/2019,2:48:45,10,0.228,0.4988,0.1924,0.4688,0.0107,0.0077,0.0517,0.0158
274,T,PL,CT,Q1,0.2172,0.5194,20.855,32.432,10.258,68.56223,-149.486915,898.8,1.8, GPS         ,4/7/2019,2:48:55,10,0.2334,0.5296,0.2016,0.5092,0.0094,0.0055,0.0434,0.0105
275,T,PL,CT,Q1,0.2105,0.5232,20.953,32.132,10.055,68.562225,-149.4869383,898.8,1.8, GPS         ,4/7/2019,2:49:05,11,0.2286,0.5374,0.1827,0.5,0.0132,0.01,0.0627,0.0191
277,T,PL,CT,Q2,0.1797,0.4164,21.409,30.794,12.685,68.5621883,-149.4869016,898.8,1.8, GPS         ,4/7/2019,2:49:39,10,0.2019,0.4325,0.1686,0.4063,0.0095,0.0077,0.0531,0.0185
278,T,PL,CT,Q2,0.1447,0.3893,21.961,29.396,12.921,68.5621866,-149.4868883,898.8,1.8, GPS         ,4/7/2019,2:49:47,10,0.171,0.4132,0.1248,0.3751,0.0116,0.0104,0.0804,0.0267
279,T,PL,CT,Q2,0.16,0.4135,21.714,29.991,12.444,68.56219,-149.4869783,898.8,1.8, GPS         ,4/7/2019,2:49:54,7,0.1729,0.4302,0.1504,0.3977,0.0079,0.0113,0.0493,0.0274
280,T,PL,CT,Q2,0.2006,0.5553,21.095,31.685,9.06,68.5621783,-149.4870083,898.8,1.8, GPS         ,4/7/2019,2:50:04,8,0.2073,0.56,0.189,0.5507,0.0054,0.0033,0.027,0.006
281,T,PL,CT,Q2,0.1745,0.4938,21.491,30.584,10.361,68.5621683,-149.4870383,898.8,1.8, GPS         ,4/7/2019,2:50:13,11,0.2049,0.5111,0.15,0.4813,0.0145,0.0074,0.0829,0.0151
282,T,PL,CT,Q2,0.1935,0.5026,21.205,31.397,10.386,68.5621783,-149.4870283,898.8,1.8, GPS         ,4/7/2019,2:50:23,10,0.2235,0.5303,0.1726,0.4863,0.0195,0.0135,0.1006,0.0268
283,T,PL,CT,Q2,0.1987,0.5319,21.13,31.622,9.657,68.5621966,-149.4870033,898.8,1.8, GPS         ,4/7/2019,2:50:32,11,0.2277,0.5588,0.1462,0.4911,0.0207,0.0167,0.1043,0.0315
284,T,PL,CT,Q2,0.1793,0.4665,21.418,30.785,11.194,68.5621966,-149.4870616,898.8,1.8, GPS         ,4/7/2019,2:51:23,12,0.2199,0.4972,0.1546,0.4468,0.016,0.0134,0.0891,0.0288
285,T,PL,CT,Q3,0.1836,0.4295,21.352,30.962,12.352,68.5621966,-149.4869383,898.9,1.8, GPS         ,4/7/2019,2:51:32,11,0.2063,0.4511,0.1625,0.4092,0.0145,0.013,0.079,0.0302
286,T,PL,CT,Q3,0.1912,0.4611,21.241,31.297,11.536,68.5622133,-149.4869183,898.9,1.8, GPS         ,4/7/2019,2:51:39,13,0.2312,0.4939,0.1549,0.4261,0.0209,0.0193,0.1091,0.0418
287,T,PL,CT,Q3,0.1898,0.4641,21.258,31.23,11.427,68.5622166,-149.4867666,898.8,1.8, GPS         ,4/7/2019,2:51:46,14,0.2141,0.4805,0.1603,0.4294,0.0159,0.014,0.0839,0.0302
288,T,PL,CT,Q3,0.1879,0.4753,21.286,31.141,11.074,68.562215,-149.48678,898.8,1.8, GPS         ,4/7/2019,2:51:54,12,0.2067,0.4928,0.1667,0.4605,0.0118,0.0093,0.0629,0.0195
289,T,PL,CT,Q3,0.1837,0.4432,21.355,30.983,11.946,68.5622066,-149.486825,898.8,1.8, GPS         ,4/7/2019,2:52:02,8,0.2121,0.459,0.1338,0.4287,0.0221,0.01,0.1203,0.0225
290,T,PL,CT,Q3,0.1763,0.4054,21.464,30.665,12.971,68.5622116,-149.4868416,898.8,1.8, GPS         ,4/7/2019,2:52:10,10,0.2047,0.4237,0.1522,0.389,0.0175,0.0102,0.0991,0.0251
291,T,PL,CT,Q3,0.1747,0.4248,21.488,30.592,12.346,68.5622166,-149.4868683,898.8,1.8, GPS         ,4/7/2019,2:52:20,10,0.1908,0.4358,0.1357,0.4084,0.0149,0.0085,0.0851,0.02
292,T,PL,CT,Q3,0.1861,0.4725,21.316,31.076,11.13,68.562205,-149.486915,898.8,1.8, GPS         ,4/7/2019,2:52:52,7,0.217,0.4882,0.159,0.4566,0.0177,0.0093,0.0951,0.0197
293,T,PL,CT,Q4,0.2327,0.5823,20.635,33.156,8.752,68.5621833,-149.486885,898.8,1.8, GPS         ,4/7/2019,2:52:58,7,0.2449,0.5936,0.2201,0.566,0.009,0.0087,0.0386,0.015
294,T,PL,CT,Q4,0.2024,0.5493,21.071,31.775,9.24,68.5621783,-149.4869283,898.8,1.8, GPS         ,4/7/2019,2:53:07,9,0.2308,0.5731,0.1742,0.5198,0.0148,0.0135,0.0731,0.0246
295,T,PL,CT,Q4,0.1858,0.4558,21.318,31.053,11.605,68.5621883,-149.4869133,898.8,1.8, GPS         ,4/7/2019,2:53:14,9,0.2028,0.4722,0.1636,0.43,0.0129,0.0131,0.0696,0.0288
296,T,PL,CT,Q4,0.1794,0.4165,21.417,30.788,12.677,68.562195,-149.4868966,898.8,1.8, GPS         ,4/7/2019,2:53:21,11,0.2098,0.4389,0.1595,0.4006,0.0164,0.0115,0.0913,0.0276
297,T,PL,CT,Q4,0.1742,0.42,21.494,30.569,12.483,68.56219,-149.4869366,898.8,1.8, GPS         ,4/7/2019,2:53:29,9,0.1939,0.4407,0.1514,0.3973,0.0117,0.012,0.0671,0.0286
298,T,PL,CT,Q4,0.1797,0.416,21.41,30.796,12.699,68.5621966,-149.486925,898.8,1.8, GPS         ,4/7/2019,2:53:40,11,0.2031,0.4359,0.1647,0.3986,0.0112,0.0091,0.0625,0.0219
299,T,PL,CT,Q4,0.1989,0.4707,21.121,31.614,11.375,68.56221,-149.486925,898.8,1.8, GPS         ,4/7/2019,2:53:49,7,0.2134,0.4842,0.1865,0.461,0.0096,0.0069,0.0483,0.0148
300,T,PL,CT,Q4,0.1985,0.5121,21.128,31.599,10.193,68.5621966,-149.487065,898.8,1.8, GPS         ,4/7/2019,2:54:34,10,0.2228,0.5411,0.1745,0.493,0.0124,0.0118,0.0623,0.0231
301,T,PL,CT,Q5,0.1867,0.4452,21.304,31.088,11.934,68.5621716,-149.486955,898.8,1.8, GPS         ,4/7/2019,2:54:42,9,0.1989,0.4533,0.1619,0.4292,0.0108,0.0073,0.058,0.0164
302,T,PL,CT,Q5,0.192,0.4403,21.224,31.31,12.167,68.5621766,-149.4869466,898.8,1.8, GPS         ,4/7/2019,2:54:49,11,0.2012,0.4508,0.1785,0.4326,0.0075,0.005,0.0391,0.0114
303,T,PL,CT,Q5,0.2171,0.5265,20.857,32.43,10.058,68.562175,-149.4869266,898.8,1.8, GPS         ,4/7/2019,2:54:59,12,0.2478,0.5524,0.2052,0.5017,0.0122,0.0162,0.056,0.0307
304,T,PL,CT,Q5,0.2236,0.5343,20.764,32.729,9.934,68.5621766,-149.48687,898.8,1.8, GPS         ,4/7/2019,2:55:06,17,0.2499,0.5486,0.2039,0.5136,0.0108,0.0096,0.0482,0.018
305,T,PL,CT,Q5,0.2307,0.5609,20.662,33.06,9.302,68.562175,-149.4868683,898.8,1.8, GPS         ,4/7/2019,2:55:16,7,0.2408,0.5666,0.2175,0.5501,0.0069,0.0055,0.0299,0.0097
306,T,PL,CT,Q5,0.2078,0.5036,20.991,32.009,10.564,68.5621683,-149.486955,898.8,1.8, GPS         ,4/7/2019,2:55:25,11,0.2344,0.5256,0.1878,0.4926,0.0114,0.0093,0.0546,0.0184
307,T,PL,CT,Q5,0.2011,0.4808,21.087,31.708,11.118,68.562175,-149.4868483,898.8,1.8, GPS         ,4/7/2019,2:55:34,7,0.2082,0.4894,0.1934,0.4702,0.0057,0.0054,0.0285,0.0112
308,T,PL,CT,Q5,0.2058,0.5235,21.019,31.914,9.983,68.56218,-149.4868633,898.8,1.8, GPS         ,4/7/2019,2:56:31,13,0.2186,0.5407,0.1935,0.5028,0.0067,0.0134,0.0327,0.0256
309,T,PL,CT,Q6,0.2046,0.5415,21.037,31.858,9.475,68.56219,-149.4868383,898.8,1.8, GPS         ,4/7/2019,2:56:37,6,0.2121,0.5448,0.1942,0.538,0.0056,0.0024,0.0272,0.0044
310,T,PL,CT,Q6,0.2068,0.5375,21.005,31.959,9.614,68.5621933,-149.486835,898.8,1.8, GPS         ,4/7/2019,2:56:42,10,0.218,0.5561,0.1867,0.5237,0.0086,0.0082,0.0417,0.0152
311,T,PL,CT,Q6,0.2306,0.6095,20.664,33.057,8.02,68.5621983,-149.4868483,898.8,1.8, GPS         ,4/7/2019,2:56:51,10,0.2447,0.6241,0.2137,0.5969,0.0093,0.0083,0.0404,0.0136
312,T,PL,CT,Q6,0.2317,0.6396,20.65,33.106,7.276,68.562205,-149.4868316,898.8,1.8, GPS         ,4/7/2019,2:56:57,8,0.2481,0.6518,0.2153,0.625,0.0085,0.0084,0.0365,0.0131
313,T,PL,CT,Q6,0.2471,0.6404,20.436,33.852,7.42,68.5622033,-149.4868166,898.8,1.8, GPS         ,4/7/2019,2:57:05,7,0.2545,0.6525,0.234,0.6276,0.0063,0.0085,0.0255,0.0133
314,T,PL,CT,Q6,0.2516,0.6956,20.375,34.08,6.118,68.5622,-149.48684,898.8,1.8, GPS         ,4/7/2019,2:57:13,8,0.272,0.702,0.2411,0.6887,0.0098,0.0044,0.0388,0.0064
315,T,PL,CT,Q6,0.2395,0.6701,20.54,33.476,6.613,68.5621983,-149.4868883,898.8,1.8, GPS         ,4/7/2019,2:57:17,6,0.2475,0.6763,0.2366,0.6641,0.0037,0.004,0.0156,0.0059
316,T,PL,CT,Q6,0.2186,0.5785,20.834,32.494,8.677,68.5622,-149.486955,898.8,1.8, GPS         ,4/7/2019,2:57:56,8,0.2279,0.5847,0.2054,0.5718,0.0078,0.0042,0.0355,0.0072
317,T,PL,CT,Q7,0.1692,0.4662,21.571,30.357,11.051,68.5621933,-149.4869166,898.8,1.8, GPS         ,4/7/2019,2:58:06,13,0.1819,0.4769,0.1527,0.4545,0.007,0.0058,0.0416,0.0125
318,T,PL,CT,Q7,0.1923,0.5034,21.219,31.324,10.345,68.562195,-149.4868033,898.8,50, Estimated,4/7/2019,2:58:18,8,0.2056,0.5166,0.1829,0.4948,0.0074,0.0064,0.0382,0.0128
319,T,PL,CT,Q7,0.2051,0.5038,21.03,31.885,10.521,68.5621883,-149.4867083,898.8,1.8, GPS         ,4/7/2019,2:58:28,8,0.2193,0.5162,0.1949,0.4954,0.0089,0.0066,0.0435,0.0131
320,T,PL,CT,Q7,0.1852,0.4786,21.326,31.018,10.939,68.5621866,-149.4866766,898.8,50, Estimated,4/7/2019,2:58:36,7,0.1921,0.4845,0.176,0.473,0.0048,0.0032,0.0258,0.0067
321,T,PL,CT,Q7,0.2012,0.4931,21.087,31.719,10.765,68.5621766,-149.486605,898.8,1.8, GPS         ,4/7/2019,2:58:46,9,0.2285,0.5075,0.1842,0.4763,0.0117,0.0108,0.0581,0.0218
322,T,PL,CT,Q7,0.1797,0.4353,21.416,30.813,12.114,68.5621733,-149.486715,898.8,1.8, GPS         ,4/7/2019,2:58:57,8,0.2133,0.4495,0.1335,0.4017,0.0218,0.0138,0.1212,0.0318
323,T,PL,CT,Q7,0.1797,0.4026,21.416,30.823,13.117,68.5621833,-149.4869216,898.8,1.8, GPS         ,4/7/2019,2:59:09,7,0.2139,0.4393,0.1416,0.3728,0.0239,0.0222,0.1329,0.0551
324,T,PL,CT,Q7,0.179,0.3906,21.423,30.771,13.48,68.5621983,-149.4869216,898.8,1.8, GPS         ,4/7/2019,2:59:50,8,0.1972,0.4167,0.1538,0.3679,0.0151,0.0172,0.0843,0.0441
325,T,PL,CT,Q8,0.1948,0.5409,21.181,31.431,9.364,68.562235,-149.4868533,898.8,1.8, GPS         ,4/7/2019,3:00:00,14,0.2053,0.5487,0.1866,0.531,0.0049,0.005,0.0252,0.0093
326,T,PL,CT,Q8,0.2012,0.5837,21.087,31.714,8.334,68.56222,-149.4866933,898.9,50, Estimated,4/7/2019,3:00:06,7,0.212,0.5873,0.1853,0.5763,0.0089,0.0039,0.0443,0.0067
327,T,PL,CT,Q8,0.2059,0.564,21.017,31.919,8.899,68.5622183,-149.4866666,898.9,50, Estimated,4/7/2019,3:00:14,9,0.2177,0.5707,0.1931,0.5524,0.0065,0.0049,0.0318,0.0087
328,T,PL,CT,Q8,0.1706,0.4349,21.55,30.418,11.982,68.5622333,-149.4867416,898.9,50, Estimated,4/7/2019,3:00:23,6,0.1846,0.4598,0.1596,0.4181,0.0096,0.0126,0.0561,0.0289
329,T,PL,CT,Q8,0.1738,0.3853,21.499,30.548,13.554,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:00:32,5,0.1799,0.4004,0.1599,0.3676,0.0072,0.0107,0.0416,0.0278
330,T,PL,CT,Q8,0.1667,0.3753,21.61,30.264,13.747,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:00:39,8,0.1839,0.3966,0.1473,0.3526,0.012,0.014,0.072,0.0372
331,T,PL,CT,Q8,0.1949,0.468,21.18,31.44,11.394,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:00:46,6,0.2061,0.4751,0.1815,0.4525,0.0088,0.0072,0.045,0.0155
332,T,PL,CT,Q8,0.1862,0.4714,21.311,31.064,11.166,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:03:37,5,0.2008,0.4894,0.1756,0.4448,0.0084,0.0146,0.0452,0.031
333,T,PL,CT,CH1,0.2149,0.542,20.888,32.328,9.601,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:03:47,15,0.2421,0.5572,0.1956,0.5274,0.0108,0.0072,0.0501,0.0133
334,T,PL,CT,CH1,0.2077,0.5323,20.993,32,9.768,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:03:58,18,0.2223,0.5429,0.1906,0.5226,0.0096,0.0054,0.046,0.0101
335,T,PL,CT,CH1,0.2182,0.5605,20.843,32.484,9.145,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:04:07,16,0.2384,0.5768,0.1859,0.5432,0.0153,0.0097,0.0701,0.0173
336,T,PL,CT,CH1,0.2059,0.5419,21.019,31.925,9.483,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:04:17,18,0.2327,0.5618,0.1827,0.5233,0.0126,0.0091,0.0613,0.0167
337,T,PL,CT,CH1,0.2015,0.5358,21.082,31.728,9.59,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:04:29,18,0.2202,0.5539,0.1834,0.5201,0.0088,0.0091,0.0436,0.017
338,T,PL,CT,CH1,0.2095,0.5295,20.967,32.088,9.869,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:04:38,17,0.2383,0.5513,0.1899,0.5117,0.0133,0.0106,0.0635,0.0201
339,T,PL,CT,CH1,0.2198,0.5699,20.817,32.554,8.916,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:05:01,13,0.2361,0.5786,0.1937,0.5595,0.0103,0.0052,0.0469,0.0091
340,T,PL,CT,CH1,0.2094,0.5396,20.967,32.079,9.593,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:05:16,20,0.2229,0.5518,0.1884,0.5227,0.0102,0.0079,0.0486,0.0146
341,T,PL,CT,CH2,0.2355,0.6585,20.597,33.285,6.854,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:05:58,13,0.2485,0.6689,0.2227,0.652,0.0075,0.0053,0.0319,0.008
342,T,PL,CT,CH2,0.2361,0.624,20.588,33.321,7.714,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:06,12,0.2459,0.6333,0.2169,0.6045,0.0098,0.008,0.0416,0.0129
343,T,PL,CT,CH2,0.2329,0.6164,20.632,33.17,7.87,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:15,14,0.2524,0.6317,0.2128,0.6006,0.0113,0.0079,0.0484,0.0129
344,T,PL,CT,CH2,0.2352,0.6501,20.601,33.274,7.055,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:24,17,0.2544,0.6649,0.2231,0.6329,0.0095,0.0093,0.0405,0.0144
345,T,PL,CT,CH2,0.2273,0.6298,20.711,32.895,7.473,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:33,12,0.2378,0.6343,0.2162,0.6256,0.0061,0.0024,0.027,0.0039
346,T,PL,CT,CH2,0.2309,0.6367,20.661,33.067,7.338,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:40,12,0.2433,0.6495,0.2107,0.6251,0.0084,0.006,0.0363,0.0094
347,T,PL,CT,CH2,0.2363,0.6579,20.585,33.326,6.877,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:06:48,13,0.2566,0.6701,0.2237,0.649,0.0088,0.0053,0.0372,0.008
348,T,PL,CT,CH2,0.227,0.6316,20.716,32.891,7.424,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:07:51,14,0.2585,0.6498,0.2037,0.6215,0.0124,0.0066,0.0547,0.0104
349,T,PL,CT,CH3,0.2144,0.6078,20.894,32.299,7.88,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:07:58,7,0.2191,0.6173,0.2089,0.6004,0.0035,0.0055,0.0163,0.009
350,T,PL,CT,CH3,0.2281,0.6277,20.699,32.938,7.534,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:06,10,0.2412,0.6389,0.2168,0.6182,0.0087,0.0073,0.0383,0.0116
351,T,PL,CT,CH3,0.2393,0.6302,20.546,33.479,7.591,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:13,8,0.2576,0.6406,0.2116,0.6189,0.0143,0.007,0.0596,0.0111
352,T,PL,CT,CH3,0.2166,0.6111,20.863,32.407,7.822,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:20,12,0.2346,0.6285,0.2037,0.5953,0.0103,0.0101,0.0474,0.0165
353,T,PL,CT,CH3,0.2212,0.6217,20.797,32.615,7.607,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:28,16,0.2385,0.6321,0.2101,0.6104,0.0085,0.0064,0.0382,0.0102
354,T,PL,CT,CH3,0.2319,0.6255,20.648,33.12,7.629,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:35,20,0.2566,0.6428,0.1978,0.6041,0.0129,0.0096,0.0558,0.0154
355,T,PL,CT,CH3,0.2199,0.6142,20.816,32.559,7.78,---.-------  ,---.-------  ,---          ,---          ,Fix not valid,4/7/2019,3:08:42,17,0.2459,0.6289,0.1982,0.6016,0.0114,0.0078,0.052,0.0128
1,T,IM,CT,CH1,0.2069,0.6055,21.004,31.964,7.855,68.6245833,-149.327845,876.4,1.1, GPS         ,4/7/2019,22:21:53,42,0.228,0.6248,0.1857,0.5923,0.0083,0.0076,0.0404,0.0125
2,T,IM,CT,CH1,0.1963,0.6021,21.159,31.498,7.822,68.6245816,-149.3278416,877.6,0.8, GPS         ,4/7/2019,22:22:03,17,0.2103,0.6096,0.182,0.5931,0.0075,0.004,0.0384,0.0067
3,T,IM,CT,CH1,0.1699,0.4894,21.561,30.39,10.417,68.624585,-149.327835,877.5,0.8, GPS         ,4/7/2019,22:22:21,16,0.1927,0.5033,0.148,0.477,0.0112,0.0065,0.0659,0.0133
4,T,IM,CT,CH1,0.1719,0.4488,21.53,30.47,11.591,68.6245866,-149.32783,877.3,0.8, GPS         ,4/7/2019,22:22:31,9,0.1916,0.4703,0.1598,0.4328,0.0092,0.0103,0.0534,0.0229
5,T,IM,CT,CH1,0.164,0.4492,21.685,30.223,11.484,68.6245883,-149.3278116,877.5,0.8, GPS         ,4/7/2019,22:22:44,25,0.1857,0.4698,-0.049,0.4158,0.0442,0.0146,0.2695,0.0325
6,T,IM,CT,CH1,0.1737,0.4617,21.503,30.551,11.248,68.624585,-149.3277916,877.2,0.8, GPS         ,4/7/2019,22:23:07,19,0.2006,0.4794,0.1445,0.4432,0.0149,0.0102,0.086,0.0221
