Treatment Start Year,Treatment End Year,Year,Site,Treatment,Block,Plot,Species Code,Relative Cover,Plant name or category,Accepted Latin Name or category
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,7,Sal pul,2.6,#REF!,Salix pulchra
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,7,Vac vit,0.4,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,7,St. D. Bet.,11.1,#REF!,Standing Dead Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,litter,8.5,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,Bet nan,35.9,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,Eri vag,0.4,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,Led pal,0.4,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,Rub cha,39.3,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,Sal pul,1.7,#REF!,Salix pulchra
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Nitrogen Phosphorus Unfenced,4,8,St. D. Bet.,13.7,#REF!,Standing Dead Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,moss,8.6,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,litter,1.4,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Bet nan,22.9,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Car big,5.7,#REF!,Carex Bigelowii
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Cas tet,1.4,#REF!,Cassiope tetragona
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Emp nig,1.4,#REF!,Empetrum nigrum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Eri vag,1.4,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Led pal,12.9,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Pol bis,1.4,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Rub cha,34.3,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,Vac vit,5.7,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,vole hole,1.4,#REF!,vole hole
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,1,vole litter,1.4,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,moss,6,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,lichen,4.5,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,litter,13.4,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Bet nan,16.4,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Car big,4.5,#REF!,Carex Bigelowii
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Cas tet,1.5,#REF!,Cassiope tetragona
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Emp nig,0.7,#REF!,Empetrum nigrum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Eri vag,6,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Led pal,17.9,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Pol bis,0.7,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Rub cha,10.4,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Sal pul,3,#REF!,Salix pulchra
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,Vac vit,10.4,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,2,vole litter,4.5,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,moss,2.8,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,lichen,11.3,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,litter,0.7,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,bare,8.5,#REF!,Bare soil
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Bet nan,9.9,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Car big,8.5,#REF!,Carex Bigelowii
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Cas tet,1.4,#REF!,Cassiope tetragona
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Emp nig,0.7,#REF!,Empetrum nigrum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Eri vag,0.7,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Led pal,18.4,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Ped sp.,0.7,#REF!,Pedicularis sp.
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Pol bis,0.7,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Rub cha,19.9,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,Vac vit,14.2,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,3,vole hole,1.4,#REF!,vole hole
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,moss,0.8,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,lichen,3.4,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,litter,13.4,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Bet nan,6.7,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Car big,1.7,#REF!,Carex Bigelowii
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Cas tet,1.7,#REF!,Cassiope tetragona
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Eri vag,10.1,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Led pal,20.2,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Pol bis,1.7,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Rub cha,28.6,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,Vac vit,5,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,St. D. Bet.,3.4,#REF!,Standing Dead Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,4,vole litter,3.4,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,moss,9.7,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,lichen,0.6,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,litter,9.7,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Bet nan,15.8,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Cas tet,2.4,#REF!,Cassiope tetragona
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Eri vag,23,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Led pal,13.3,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Pol bis,1.2,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Rub cha,10.9,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,Vac vit,8.5,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,vole hole,1.2,#REF!,vole hole
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,5,vole litter,3.6,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,moss,8.1,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,lichen,0.8,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,litter,14.6,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Bet nan,13,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Eri vag,9.8,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Led pal,16.3,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Pol bis,1.6,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Rub cha,26,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,Vac vit,4.9,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,St. D. Bet.,3.3,#REF!,Standing Dead Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,6,vole litter,1.6,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,moss,10.2,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,lichen,1.5,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,litter,2.9,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Bet nan,7.3,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Eri vag,8.8,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Led pal,4.4,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Pol bis,0.7,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Rub cha,20.4,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Sal pul,23.4,#REF!,Salix pulchra
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,Vac vit,13.1,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,7,vole litter,7.3,#REF!,vole litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,moss,16,#REF!,Mixed moss
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,lichen,4,#REF!,Mixed Lichens
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,litter,4,#REF!,Mixed dead litter
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Bet nan,6.7,#REF!,Betula nana
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Car big,1.3,#REF!,Carex Bigelowii
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Emp nig,5.3,#REF!,Empetrum nigrum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Eri vag,8,#REF!,Eriophorum vaginatum
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Led pal,6.7,#REF!,Ledum palustre
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Pol bis,1.3,#REF!,Persicaria bistorta
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Rub cha,9.3,#REF!,Rubus chamaemorus
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Sal pul,16,#REF!,Salix pulchra
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,Vac vit,16,#REF!,Vaccinium vitis-idaea
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,vole hole,1.3,#REF!,vole hole
1996,,2012,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control Unfenced,4,8,vole litter,4,#REF!,vole litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,moss,3.1,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,litter,10.9,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,And pol,0.8,#REF!,Andromeda polifolia
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Bet nan,25,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Car big,3.1,#REF!,Carex Bigelowii
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Cas tet,3.1,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Emp nig,0.8,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Eri vag,10.9,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Led pal,21.9,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Pol bis,0.8,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Rub cha,9.4,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,Vac vit,9.4,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,1,St. D. Bet.,0.8,#REF!,Standing Dead Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,moss,2.8,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,litter,9.9,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Bet nan,22.5,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Cas tet,2.8,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Emp nig,1.4,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Eri vag,19.7,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Led pal,18.3,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Ped lap,0.7,#REF!,Pedicularis lapponica
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Pol bis,0.7,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Rub cha,4.2,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,2,Vac vit,16.9,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,moss,5.7,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,lichen,0.7,#REF!,Mixed Lichens
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,litter,8.6,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,And pol,0.7,#REF!,Andromeda polifolia
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Bet nan,21.4,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Car big,0.7,#REF!,Carex Bigelowii
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Cas tet,0.7,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Emp nig,4.3,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Eri vag,18.6,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Led pal,15.7,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Pol bis,1.4,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Rub cha,2.9,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Vac uli,7.1,#REF!,Vaccinium uliginosum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,3,Vac vit,11.4,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,moss,9.2,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,lichen,1.5,#REF!,Mixed Lichens
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,litter,9.2,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,And pol,0.8,#REF!,Andromeda polifolia
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Bet nan,9.2,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Cas tet,0.8,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Emp nig,0.8,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Eri vag,23.1,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Led pal,18.5,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Pol bis,0.8,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Rub cha,6.2,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Vac uli,1.5,#REF!,Vaccinium uliginosum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,4,Vac vit,18.5,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,moss,6.3,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,lichen,0.8,#REF!,Mixed Lichens
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,litter,9.4,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Bet nan,17.3,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Car big,0.8,#REF!,Carex Bigelowii
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Cas tet,9.4,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Emp nig,3.1,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Eri vag,14.2,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Led pal,6.3,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Pol bis,1.6,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Rub cha,4.7,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Vac uli,0.8,#REF!,Vaccinium uliginosum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,5,Vac vit,25.2,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,moss,2.5,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,lichen,2.5,#REF!,Mixed Lichens
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,litter,8.6,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,And pol,0.6,#REF!,Andromeda polifolia
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Bet nan,17.2,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Car big,0.6,#REF!,Carex Bigelowii
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Cas tet,7.4,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Emp nig,4.9,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Eri vag,14.7,#REF!,Eriophorum vaginatum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Led pal,13.5,#REF!,Ledum palustre
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Pol bis,2.5,#REF!,Persicaria bistorta
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Rub cha,2.5,#REF!,Rubus chamaemorus
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Sal pul,0.6,#REF!,Salix pulchra
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Vac uli,8.6,#REF!,Vaccinium uliginosum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,Vac vit,11,#REF!,Vaccinium vitis-idaea
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,6,vole litter,2.5,#REF!,vole litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,moss,3.7,#REF!,Mixed moss
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,lichen,1.9,#REF!,Mixed Lichens
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,litter,26.2,#REF!,Mixed dead litter
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,bare,0.9,#REF!,Bare soil
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,Bet nan,18.7,#REF!,Betula nana
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,Car big,0.9,#REF!,Carex Bigelowii
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,Cas tet,3.7,#REF!,Cassiope tetragona
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,Emp nig,5.6,#REF!,Empetrum nigrum
1996,,2013,LTER Moist Acidic Tussock 1989: 1996 Exclosures,Control,1,7,Eri vag,18.7,#REF!,Eriophorum vaginatum
