"","year","site","treatment","treatment_code","block","quad_num","species","relcov","latin_name_or_catagory"
"5219",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,3,"St D",0.061652281134402,"Mixed Standing Dead"
"5220",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,4,"St D",0.881834215167548,"Mixed Standing Dead"
"5221",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,5,"St D",0.0773395204949729,"Mixed Standing Dead"
"5222",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,6,"St D",0.120048019207683,"Mixed Standing Dead"
"5223",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,7,"St D",0.907441016333938,"Mixed Standing Dead"
"5224",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,8,"St D",0.11454753722795,"Mixed Standing Dead"
"5225",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,1,"St D Bet",0.0978473581213307,"Standing Dead Betula nana"
"5226",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,2,"St D Bet",0.115606936416185,"Standing Dead Betula nana"
"5227",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,3,"St D Bet",2.46609124537608,"Standing Dead Betula nana"
"5228",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,4,"St D Bet",0.0881834215167548,"Standing Dead Betula nana"
"5229",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,5,"St D Bet",3.86697602474865,"Standing Dead Betula nana"
"5230",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,6,"St D Bet",3.60144057623049,"Standing Dead Betula nana"
"5231",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,7,"St D Bet",5.44464609800363,"Standing Dead Betula nana"
"5232",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,8,"St D Bet",2.29095074455899,"Standing Dead Betula nana"
"5233",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,1,"Vac uli",0,"Vaccinium uliginosum"
"5234",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,2,"Vac uli",0,"Vaccinium uliginosum"
"5235",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,3,"Vac uli",0,"Vaccinium uliginosum"
"5236",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,4,"Vac uli",0,"Vaccinium uliginosum"
"5237",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,5,"Vac uli",0,"Vaccinium uliginosum"
"5238",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,6,"Vac uli",0,"Vaccinium uliginosum"
"5239",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,7,"Vac uli",0,"Vaccinium uliginosum"
"5240",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,8,"Vac uli",0,"Vaccinium uliginosum"
"5241",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,1,"Vac vit",14.6771037181996,"Vaccinium vitis-idaea"
"5242",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,2,"Vac vit",10.4046242774566,"Vaccinium vitis-idaea"
"5243",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,3,"Vac vit",9.2478421701603,"Vaccinium vitis-idaea"
"5244",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,4,"Vac vit",17.636684303351,"Vaccinium vitis-idaea"
"5245",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,5,"Vac vit",10.0541376643465,"Vaccinium vitis-idaea"
"5246",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,6,"Vac vit",9.60384153661465,"Vaccinium vitis-idaea"
"5247",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,7,"Vac vit",9.07441016333938,"Vaccinium vitis-idaea"
"5248",2021,"LTER Moist Acidic Tussock 1989","Control 2","CT2",4,8,"Vac vit",19.4730813287514,"Vaccinium vitis-idaea"
"5249",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"And pol",0,"Andromeda polifolia"
"5250",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"And pol",0,"Andromeda polifolia"
"5251",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"And pol",0,"Andromeda polifolia"
"5252",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"And pol",0,"Andromeda polifolia"
"5253",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"And pol",0,"Andromeda polifolia"
"5254",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"And pol",0,"Andromeda polifolia"
"5255",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"And pol",0,"Andromeda polifolia"
"5256",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"And pol",0,"Andromeda polifolia"
"5257",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Arc alp",0,"Arctous alpina"
"5258",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Arc alp",0,"Arctous alpina"
"5259",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Arc alp",0,"Arctous alpina"
"5260",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Arc alp",0,"Arctous alpina"
"5261",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Arc alp",0,"Arctous alpina"
"5262",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Arc alp",0,"Arctous alpina"
"5263",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Arc alp",0,"Arctous alpina"
"5264",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Arc alp",0,"Arctous alpina"
"5265",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"bare",0,"Bare soil"
"5266",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"bare",0,"Bare soil"
"5267",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"bare",2.10084033613445,"Bare soil"
"5268",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"bare",1.42450142450142,"Bare soil"
"5269",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"bare",0.106157112526539,"Bare soil"
"5270",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"bare",0,"Bare soil"
"5271",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"bare",0.107181136120043,"Bare soil"
"5272",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"bare",0.107296137339056,"Bare soil"
"5273",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Bet nan",17,"Betula nana"
"5274",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Bet nan",32.4254215304799,"Betula nana"
"5275",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Bet nan",23.109243697479,"Betula nana"
"5276",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Bet nan",12.8205128205128,"Betula nana"
"5277",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Bet nan",3.18471337579618,"Betula nana"
"5278",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Bet nan",27.5545350172216,"Betula nana"
"5279",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Bet nan",15.005359056806,"Betula nana"
"5280",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Bet nan",24.6781115879828,"Betula nana"
"5281",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Car big",3,"Carex Bigelowii"
"5282",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Car big",0,"Carex Bigelowii"
"5283",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Car big",0,"Carex Bigelowii"
"5284",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Car big",0,"Carex Bigelowii"
"5285",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Car big",5.30785562632696,"Carex Bigelowii"
"5286",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Car big",0,"Carex Bigelowii"
"5287",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Car big",1.07181136120043,"Carex Bigelowii"
"5288",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Car big",0,"Carex Bigelowii"
"5289",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Cas tet",0,"Cassiope tetragona"
"5290",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Cas tet",1.2970168612192,"Cassiope tetragona"
"5291",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Cas tet",0.105042016806723,"Cassiope tetragona"
"5292",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Cas tet",0.0712250712250712,"Cassiope tetragona"
"5293",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Cas tet",1.06157112526539,"Cassiope tetragona"
"5294",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Cas tet",3.4443168771527,"Cassiope tetragona"
"5295",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Cas tet",0.107181136120043,"Cassiope tetragona"
"5296",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Cas tet",0.107296137339056,"Cassiope tetragona"
"5297",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Emp nig",1,"Empetrum nigrum"
"5298",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Emp nig",0,"Empetrum nigrum"
"5299",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Emp nig",2.10084033613445,"Empetrum nigrum"
"5300",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Emp nig",3.56125356125356,"Empetrum nigrum"
"5301",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Emp nig",2.12314225053079,"Empetrum nigrum"
"5302",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Emp nig",0.114810562571757,"Empetrum nigrum"
"5303",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Emp nig",3.21543408360129,"Empetrum nigrum"
"5304",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Emp nig",1.07296137339056,"Empetrum nigrum"
"5305",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Eri vag",2,"Eriophorum vaginatum"
"5306",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Eri vag",3.89105058365759,"Eriophorum vaginatum"
"5307",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Eri vag",11.5546218487395,"Eriophorum vaginatum"
"5308",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Eri vag",6.41025641025641,"Eriophorum vaginatum"
"5309",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Eri vag",1.06157112526539,"Eriophorum vaginatum"
"5310",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Eri vag",10.3329506314581,"Eriophorum vaginatum"
"5311",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Eri vag",10.7181136120043,"Eriophorum vaginatum"
"5312",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Eri vag",19.31330472103,"Eriophorum vaginatum"
"5313",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Fr boil",0,"Soil Frost boil"
"5314",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Fr boil",0,"Soil Frost boil"
"5315",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Fr boil",0,"Soil Frost boil"
"5316",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Fr boil",0,"Soil Frost boil"
"5317",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Fr boil",0,"Soil Frost boil"
"5318",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Fr boil",0,"Soil Frost boil"
"5319",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Fr boil",0,"Soil Frost boil"
"5320",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Fr boil",0,"Soil Frost boil"
"5321",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"grass",0,"Mixed grass"
"5322",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"grass",0,"Mixed grass"
"5323",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"grass",0,"Mixed grass"
"5324",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"grass",0,"Mixed grass"
"5325",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"grass",0,"Mixed grass"
"5326",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"grass",0,"Mixed grass"
"5327",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"grass",0,"Mixed grass"
"5328",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"grass",0,"Mixed grass"
"5329",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Led pal",7,"Ledum palustre"
"5330",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Led pal",7.78210116731517,"Ledum palustre"
"5331",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Led pal",5.25210084033613,"Ledum palustre"
"5332",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Led pal",7.83475783475783,"Ledum palustre"
"5333",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Led pal",0.106157112526539,"Ledum palustre"
"5334",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Led pal",11.4810562571757,"Ledum palustre"
"5335",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Led pal",21.4362272240086,"Ledum palustre"
"5336",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Led pal",19.31330472103,"Ledum palustre"
"5337",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"lichen",0,"Mixed Lichens"
"5338",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"lichen",1.2970168612192,"Mixed Lichens"
"5339",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"lichen",10.5042016806723,"Mixed Lichens"
"5340",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"lichen",0.0712250712250712,"Mixed Lichens"
"5341",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"lichen",0,"Mixed Lichens"
"5342",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"lichen",0,"Mixed Lichens"
"5343",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"lichen",0,"Mixed Lichens"
"5344",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"lichen",0,"Mixed Lichens"
"5345",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"litter",8,"Mixed dead litter"
"5346",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"litter",16.8612191958495,"Mixed dead litter"
"5347",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"litter",21.0084033613445,"Mixed dead litter"
"5348",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"litter",15.6695156695157,"Mixed dead litter"
"5349",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"litter",8.49256900212314,"Mixed dead litter"
"5350",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"litter",6.8886337543054,"Mixed dead litter"
"5351",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"litter",4.28724544480171,"Mixed dead litter"
"5352",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"litter",10.7296137339056,"Mixed dead litter"
"5353",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"moss",7,"Mixed moss"
"5354",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"moss",6.48508430609598,"Mixed moss"
"5355",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"moss",3.15126050420168,"Mixed moss"
"5356",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"moss",25.6410256410256,"Mixed moss"
"5357",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"moss",8.49256900212314,"Mixed moss"
"5358",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"moss",5.74052812858783,"Mixed moss"
"5359",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"moss",3.21543408360129,"Mixed moss"
"5360",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"moss",2.14592274678112,"Mixed moss"
"5361",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Ped lap",0,"Pedicularis lapponica"
"5362",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Ped lap",0,"Pedicularis lapponica"
"5363",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Ped lap",0,"Pedicularis lapponica"
"5364",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Ped lap",0.0712250712250712,"Pedicularis lapponica"
"5365",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Ped lap",0,"Pedicularis lapponica"
"5366",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Ped lap",0,"Pedicularis lapponica"
"5367",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Ped lap",0,"Pedicularis lapponica"
"5368",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Ped lap",0,"Pedicularis lapponica"
"5369",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Pet fri",0,"Petasites frigidus"
"5370",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Pet fri",0,"Petasites frigidus"
"5371",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Pet fri",0,"Petasites frigidus"
"5372",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Pet fri",0,"Petasites frigidus"
"5373",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Pet fri",0,"Petasites frigidus"
"5374",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Pet fri",0,"Petasites frigidus"
"5375",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Pet fri",0,"Petasites frigidus"
"5376",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Pet fri",0,"Petasites frigidus"
"5377",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Pol bis",0,"Persicaria bistorta"
"5378",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Pol bis",0,"Persicaria bistorta"
"5379",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Pol bis",0,"Persicaria bistorta"
"5380",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Pol bis",0,"Persicaria bistorta"
"5381",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Pol bis",0,"Persicaria bistorta"
"5382",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Pol bis",0,"Persicaria bistorta"
"5383",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Pol bis",0,"Persicaria bistorta"
"5384",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Pol bis",0,"Persicaria bistorta"
"5385",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Rub cha",33,"Rubus chamaemorus"
"5386",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Rub cha",16.8612191958495,"Rubus chamaemorus"
"5387",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Rub cha",13.6554621848739,"Rubus chamaemorus"
"5388",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Rub cha",18.5185185185185,"Rubus chamaemorus"
"5389",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Rub cha",53.0785562632696,"Rubus chamaemorus"
"5390",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Rub cha",22.9621125143513,"Rubus chamaemorus"
"5391",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Rub cha",11.7899249732047,"Rubus chamaemorus"
"5392",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Rub cha",7.51072961373391,"Rubus chamaemorus"
"5393",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Sal pul",6,"Salix pulchra"
"5394",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Sal pul",0,"Salix pulchra"
"5395",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Sal pul",0,"Salix pulchra"
"5396",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Sal pul",2.84900284900285,"Salix pulchra"
"5397",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Sal pul",6.36942675159236,"Salix pulchra"
"5398",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Sal pul",0,"Salix pulchra"
"5399",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Sal pul",21.4362272240086,"Salix pulchra"
"5400",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Sal pul",7.51072961373391,"Salix pulchra"
"5401",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Sal ret",0,"Salix reticulata"
"5402",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Sal ret",0,"Salix reticulata"
"5403",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Sal ret",0,"Salix reticulata"
"5404",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Sal ret",0,"Salix reticulata"
"5405",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Sal ret",0,"Salix reticulata"
"5406",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"Sal ret",0,"Salix reticulata"
"5407",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"Sal ret",0,"Salix reticulata"
"5408",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"Sal ret",0,"Salix reticulata"
"5409",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"St D",5,"Mixed Standing Dead"
"5410",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"St D",1.2970168612192,"Mixed Standing Dead"
"5411",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"St D",2.10084033613445,"Mixed Standing Dead"
"5412",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"St D",0.712250712250712,"Mixed Standing Dead"
"5413",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"St D",0,"Mixed Standing Dead"
"5414",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"St D",1.14810562571757,"Mixed Standing Dead"
"5415",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"St D",4.28724544480171,"Mixed Standing Dead"
"5416",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"St D",1.07296137339056,"Mixed Standing Dead"
"5417",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"St D Bet",10,"Standing Dead Betula nana"
"5418",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"St D Bet",11.6731517509728,"Standing Dead Betula nana"
"5419",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"St D Bet",2.10084033613445,"Standing Dead Betula nana"
"5420",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"St D Bet",2.13675213675214,"Standing Dead Betula nana"
"5421",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"St D Bet",9.55414012738853,"Standing Dead Betula nana"
"5422",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,6,"St D Bet",9.18484500574053,"Standing Dead Betula nana"
"5423",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,7,"St D Bet",0.107181136120043,"Standing Dead Betula nana"
"5424",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,8,"St D Bet",2.14592274678112,"Standing Dead Betula nana"
"5425",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,1,"Vac uli",0,"Vaccinium uliginosum"
"5426",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,2,"Vac uli",0,"Vaccinium uliginosum"
"5427",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,3,"Vac uli",0.105042016806723,"Vaccinium uliginosum"
"5428",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,4,"Vac uli",0.0712250712250712,"Vaccinium uliginosum"
"5429",2021,"LTER Moist Acidic Tussock 1989","Greenhouse Control","GHCT",1,5,"Vac uli",0,"Vaccinium uliginosum"
